"currency","train_start","forecast_actual","volatility","actual_val","num_forecast_vals","mspe","mae","mape","pm","optimal_p","optimal_q","optimal_d","optimal_aic","up","lb"
"bitcoin_close",17348,2510.74628188684,370.237442689391,2434.55,1,5805.87337337873,76.1962818868396,0.0312978915556631,Inf,1,0,0,-104.21739557389,2702.68020679066,2332.44276410127
"bitcoin_close",17349,2477.45241918937,358.284765589961,2506.47,1,842.019996101421,29.0175808106296,0.0115770708648536,Inf,1,0,0,-104.948368804592,2663.06317111749,2304.77840552753
"bitcoin_close",17350,2539.42833450553,365.47690642293,2564.06,1,606.718945031413,24.631665494469,0.00960650901089248,Inf,1,0,0,-105.22834675644,2728.73327024697,2363.25636382404
"bitcoin_close",17351,2585.5023254928,371.655103541403,2601.64,1,260.424538500209,16.1376745071962,0.00620288529819504,Inf,1,0,0,-105.260587929671,2777.99925791321,2406.34415437181
"bitcoin_close",17352,2590.33180189766,348.551768375833,2601.99,1,135.913582993512,11.6581981023446,0.00448049304660841,Inf,1,0,0,-108.04080307654,2770.46365238417,2421.91188400834
"bitcoin_close",17353,2628.06042891389,343.798496523506,2608.56,1,380.266727825735,19.5004289138915,0.00747555314575531,Inf,1,0,0,-109.436120485596,2805.57557035906,2461.77707383556
"bitcoin_close",17354,2596.99886967346,335.186899626728,2518.66,1,6136.97850171579,78.3388696734628,0.0311033921503747,Inf,1,0,0,-112.147057152054,2769.9943976893,2434.80749806258
"bitcoin_close",17355,2542.57206820332,331.112803156067,2571.34,1,827.593899858193,28.7679317966758,0.0111879143935364,Inf,1,0,0,-110.97012669062,2713.51276778825,2382.39996463219
"bitcoin_close",17356,2582.65653513567,336.573876239784,2518.44,1,4123.76338483054,64.2165351356684,0.0254985368464877,Inf,1,0,0,-111.065593971993,2756.42048800111,2419.84661176132
"bitcoin_close",17357,2544.59830974237,332.83976952844,2372.56,1,29597.1800190129,172.038309742374,0.0725116792588485,Inf,1,0,0,-110.562794413671,2716.45442099872,2383.61465147028
"bitcoin_close",17358,2444.74694073525,339.542198456483,2337.79,1,11439.7871714446,106.956940735254,0.0457513038960958,Inf,1,0,0,-107.479700156662,2620.40567630569,2280.8634778492
"bitcoin_close",17359,2399.95743697123,277.910898696405,2398.84,1,1.24866538467436,1.1174369712312,0.000465823886224675,Inf,1,0,0,-118.645953768484,2542.93222048745,2265.02132179105
"bitcoin_close",17360,2449.54207521155,283.293221985548,2357.9,1,8398.26994908014,91.6420752115541,0.03886597192907,Inf,1,0,0,-118.644051613616,2595.28067919395,2311.9874572084
"bitcoin_close",17361,2389.46705546892,247.788076475182,2233.34,1,24375.6574493966,156.127055468924,0.0699074280982405,Inf,1,0,0,-124.722405828559,2516.57089520807,2268.78281873289
"bitcoin_close",17362,2286.59099917318,256.777983031751,1998.86,1,82789.1278851958,287.730999173179,0.143947549689913,Inf,1,0,0,-119.437719746785,2418.58158836057,2161.80360532882
"bitcoin_close",17363,1998.86,282.638568851839,1929.82,1,4766.52159999993,69.0399999999995,0.0357753572872079,Inf,0,0,1,-108.11105401597,2145.16868988299,1862.53012103115
"bitcoin_close",17364,1922.98587057048,251.418044365217,2228.41,1,93283.8988377774,305.424129429515,0.137059216853952,Inf,0,1,1,-109.983263655977,2052.79942397279,1801.38137960757
"bitcoin_close",17365,2460.16113035825,309.363075149536,2318.88,1,19960.3577953036,141.281130358246,0.0609264517173143,Inf,0,3,0,-103.787338954875,2619.70063798597,2310.33756283644
"bitcoin_close",17366,2384.39581091617,314.579593376747,2273.43,1,12313.4111922828,110.965810916168,0.0488098647929201,Inf,0,3,0,-100.311071894049,2546.86788983721,2232.28829646047
"bitcoin_close",17367,2224.79418304923,336.714769775108,2817.6,1,351418.736610669,592.805816950769,0.210393887333464,Inf,2,0,1,-99.1862072862185,2399.51254891714,2062.79777914203
"bitcoin_close",17368,2935.50496340254,603.374345261287,2667.76,1,71687.365427429,267.744963402543,0.100363212358886,Inf,1,1,0,-81.1843712188673,3252.65388547083,2649.27954020955
"bitcoin_close",17369,2593.41115573356,554.149287224633,2810.12,1,46962.7231832953,216.708844266438,0.0771172918830648,Inf,1,0,0,-80.8878951331586,2885.24484143611,2331.09555421147
"bitcoin_close",17370,2712.56485828853,596.993171845909,2730.4,1,318.092279868103,17.8351417114668,0.00653206186326795,Inf,1,0,0,-79.4915423493069,3027.43563292081,2430.4424610749
"bitcoin_close",17371,2639.36823884333,572.707338029885,2754.86,1,13338.3468950702,115.491761156674,0.0419229148329403,Inf,1,0,0,-80.633873607406,2941.2101856601,2368.50284763021
"bitcoin_close",17372,2630.91902159859,575.016226057463,2576.48,1,2963.6070726119,54.4390215985914,0.02112922343608,Inf,1,0,0,-80.4221066661284,2934.09002433747,2359.07379828001
"bitcoin_close",17373,2507.83657530285,546.760660057819,2529.45,1,467.140127139161,21.6134246971451,0.00854471315785846,Inf,1,0,0,-80.4397896153646,2796.07355221695,2249.31289215913
"bitcoin_close",17374,2470.85274254656,533.105242262367,2671.78,1,40371.7627877596,200.927257453437,0.075203518797744,Inf,1,0,0,-80.5708898354251,2751.74146208106,2218.63621981869
"bitcoin_close",17375,2590.30063140441,574.541465135845,2809.01,1,47833.7879114805,218.709368595587,0.0778599465988328,Inf,1,0,0,-79.4916921324098,2893.45219878324,2318.91073364739
"bitcoin_close",17376,2731.62106022849,622.355230811021,2726.45,1,26.7398638866403,5.17106022848702,0.00189662756642778,Inf,1,0,0,-78.2789559063643,3060.46572781084,2438.11049699982
"bitcoin_close",17377,2669.7725538825,607.690759936334,2757.18,1,7640.0616367832,87.4074461174973,0.0317017554593814,Inf,1,0,0,-78.3993352213849,2990.8525448995,2383.16178496316
"bitcoin_close",17378,2697.49874044828,616.239295361378,2875.34,1,31627.5135989431,177.841259551722,0.061850514913618,Inf,1,0,0,-78.168739870069,3023.15872143394,2406.91942607256
"bitcoin_close",17379,2798.11158732948,647.253792259596,2718.26,1,6376.27599903685,79.8515873294755,0.0293759932197345,Inf,1,0,0,-77.378045613857,3140.39149812374,2493.13770586414
"bitcoin_close",17380,2685.86871824231,622.941117140834,2710.67,1,615.103576824239,24.8012817576882,0.00914950243212498,Inf,1,0,0,-77.2442601043037,3015.33902439651,2392.39790725568
"bitcoin_close",17381,2672.93752868556,619.872377747815,2804.73,1,17369.2554951686,131.792471314444,0.0469893612983939,Inf,1,0,0,-77.2333333893272,3000.78279792269,2380.91042017487
"bitcoin_close",17382,2759.60362661151,646.340217314862,2895.89,1,18573.9755713867,136.286373388489,0.0470619993813609,Inf,1,0,0,-76.6227701540139,3101.63211040175,2455.29189308689
"bitcoin_close",17383,2834.08999607114,670.222886999037,3252.91,1,175410.195690969,418.820003928859,0.128752410588937,Inf,1,0,0,-75.9507124835025,3188.94496797057,2518.72208097153
"bitcoin_close",17384,3252.91,847.609099154093,3213.94,1,1518.66089999977,38.9699999999971,0.0121253041438226,Inf,0,0,1,-72.5168185344595,3704.20601347475,2856.59691432066
"bitcoin_close",17385,3222.96391987932,838.866906837144,3378.94,1,24328.5375698133,155.976080120682,0.0461612458702083,Inf,0,0,1,-72.5803776570164,3669.57511966798,2830.70821283084
"bitcoin_close",17386,3394.22158019767,889.682821752712,3419.94,1,661.437117128909,25.7184198023306,0.00752013772239588,Inf,0,0,1,-72.1180855368324,3868.08899413849,2978.40617238578
"bitcoin_close",17387,3394.63860251864,878.561688378237,3342.47,1,2721.56308874809,52.1686025186423,0.0156077997764056,Inf,0,0,1,-72.883146121502,3862.22386179564,2983.6621734174
"bitcoin_close",17388,3395.03511933385,879.431212263917,3381.28,1,189.203307888541,13.7551193338531,0.00406802138061715,Inf,0,0,1,-72.8135289938268,3863.10767771626,2983.67646545234
"bitcoin_close",17389,3366.71354512579,868.420277142649,3650.62,1,80602.8751192392,283.906454874205,0.0777693802351944,Inf,0,0,1,-72.9340987160973,3828.80857422931,2960.38829708666
"bitcoin_close",17390,3650.62,965.73225020119,3884.71,1,54798.1280999994,234.089999999999,0.0602593243768515,Inf,0,0,1,-71.6926330792783,4165.28191900134,3199.54966880015
