currency,train_start,forecast_actual,volatility,actual_val,num_forecast_vals,mspe,mae,mape,pm,optimal_p,optimal_q,optimal_d,optimal_aic
ethereum,9/10/2017,298.6070699,56.34617341,288.75,1,97.16182676,9.857069887,0.034137039,Inf,1,0,0,-89.43440903
dji,9/11/2017,21940.44496,259.329505,22057.36914,1,13671.26328,116.9241775,0.005300912,Inf,5,4,0,-256.8636446
bitcoin,9/11/2017,4156.429425,578.2146591,4161.27,1,23.4311653,4.840574894,0.001163245,Inf,1,0,0,-107.9017769
ethereum,9/11/2017,293.4148825,55.71173164,294.53,1,1.24348699,1.115117478,0.003786091,Inf,1,0,0,-89.01043817
dji,9/12/2017,21944.71172,236.20281,22118.85938,1,30327.40847,174.1476628,0.007873266,Inf,5,5,0,-259.233525
bitcoin,9/12/2017,4201.335771,556.7683463,4130.81,1,4973.884424,70.52577135,0.017073109,Inf,1,0,0,-110.9679673
ethereum,9/12/2017,297.859019,56.12716904,291.46,1,40.94744452,6.399019028,0.021955051,Inf,1,0,0,-89.42444568
dji,9/13/2017,21968.09864,252.5799223,22158.17969,1,36130.80602,190.0810512,0.008578369,Inf,5,5,0,-255.0861373
bitcoin,9/13/2017,4182.314462,527.3602987,3882.59,1,89834.75283,299.7244615,0.077197042,Inf,1,0,0,-113.9196409
ethereum,9/13/2017,295.1288495,55.69504889,277.11,1,324.6789355,18.01884945,0.065024176,Inf,1,0,0,-89.31854968
dji,9/14/2017,22058.55844,273.7319088,22203.48047,1,21002.39401,144.9220273,0.006526996,Inf,4,5,0,-252.4404526
bitcoin,9/14/2017,3963.461076,532.4622111,3154.95,1,653690.1596,808.5110758,0.256267477,Inf,1,0,0,-109.9309475
ethereum,9/14/2017,277.11,55.3103851,213.91,1,3994.24,63.2,0.295451358,Inf,0,0,1,-88.35227533
dji,9/15/2017,22168.56739,290.2081383,22268.33984,1,9954.541606,99.77244913,0.004480462,Inf,3,4,0,-249.7340121
bitcoin,9/15/2017,3154.95,645.7843443,3637.52,1,232873.8049,482.57,0.132664563,Inf,0,0,1,-86.89610401
ethereum,9/15/2017,213.91,58.47883451,250.46,1,1335.9025,36.55,0.145931486,Inf,0,0,1,-70.19106118
dji,9/16/2017,22172.5288,244.5779531,22331.34961,1,25224.05061,158.8208129,0.007112011,Inf,5,5,0,-259.3418902
bitcoin,9/16/2017,3766.679202,814.7483664,3625.04,1,20061.66345,141.6392017,0.039072452,Inf,1,0,0,-81.50561184
ethereum,9/16/2017,250.46,74.33914992,246.52,1,15.5236,3.94,0.015982476,Inf,0,0,1,-65.45359177
dji,9/17/2017,22363.08796,276.4005842,22331.34961,1,1007.322997,31.73835214,0.001421246,Inf,5,2,0,-253.3761663
bitcoin,9/17/2017,3732.377367,804.4881626,3582.88,1,22349.46278,149.4973671,0.041725474,Inf,1,0,0,-81.60603305
ethereum,9/17/2017,246.52,73.13951208,251.75,1,27.3529,5.23,0.020774578,Inf,0,0,1,-65.47736627
dji,9/18/2017,22355.74323,285.5013362,22331.34961,1,595.0484597,24.39361514,0.001092348,Inf,4,5,0,-253.6377371
bitcoin,9/18/2017,3681.334618,798.5754144,4065.2,1,147352.6317,383.8653823,0.094427183,Inf,1,0,0,-81.12408069
ethereum,9/18/2017,251.75,74.78249509,293.5,1,1743.0625,41.75,0.142248722,Inf,0,0,1,-65.40702053
dji,9/19/2017,22332.27812,279.3029944,22370.80078,1,1483.99555,38.52266281,0.001722006,Inf,5,5,0,-254.0105669
bitcoin,9/19/2017,4093.819439,931.0244901,3924.97,1,28510.13305,168.849439,0.043019294,Inf,1,0,0,-78.52403537
ethereum,9/19/2017,296.276456,88.66359831,282.8,1,181.6148652,13.47645596,0.047653663,Inf,1,0,0,-61.92990973
dji,9/20/2017,22349.68623,278.2177657,22412.58984,1,3956.863702,62.90360643,0.002806619,Inf,5,5,0,-253.9578423
bitcoin,9/20/2017,3979.021267,911.6516128,3905.95,1,5339.410111,73.07126735,0.018707681,Inf,1,0,0,-78.05702857
ethereum,9/20/2017,287.3817159,85.67934873,283.74,1,13.26209461,3.641715888,0.012834693,Inf,1,0,0,-62.11831135
dji,9/21/2017,22388.84502,246.3036096,22359.23047,1,877.0212872,29.6145452,0.001324489,Inf,5,5,0,-261.744201
bitcoin,9/21/2017,3964.682255,906.3414733,3631.04,1,111317.154,333.6422546,0.091886141,Inf,1,0,0,-78.18236175
ethereum,9/21/2017,287.8519069,85.68594928,258.58,1,856.8445337,29.2719069,0.113202517,Inf,1,0,0,-62.20514631
dji,9/22/2017,22339.69381,247.3267235,22349.58984,1,97.93144151,9.896031604,0.000442784,Inf,5,3,0,-261.6553041
bitcoin,9/22/2017,3731.886933,882.3141557,3630.7,1,10238.7955,101.1869335,0.027869814,Inf,1,0,0,-76.10004354
ethereum,9/22/2017,258.58,83.25581177,264.31,1,32.8329,5.73,0.021679089,Inf,0,0,1,-60.77086125
dji,9/23/2017,22339.39929,245.8959667,22296.08984,1,1875.70866,43.30945232,0.001942469,Inf,5,3,0,-261.9401483
bitcoin,9/23/2017,3724.004688,877.9851618,3792.4,1,4677.918671,68.39531177,0.018034836,Inf,1,0,0,-76.20028068
ethereum,9/23/2017,264.31,85.06694564,286.17,1,477.8596,21.86,0.076388161,Inf,0,0,1,-60.79368797
dji,9/24/2017,22268.18339,228.7996563,22296.08984,1,778.7701753,27.90645401,0.00125163,Inf,5,4,0,-264.6613178
bitcoin,9/24/2017,3860.112941,911.8269572,3682.84,1,31425.69563,177.2729411,0.048134847,Inf,1,0,0,-76.11884123
ethereum,9/24/2017,286.17,93.51680749,282.48,1,13.6161,3.69,0.013062872,Inf,0,0,1,-59.91741213
dji,9/25/2017,22256.3561,227.5793381,22296.08984,1,1578.76986,39.73373705,0.001782094,Inf,5,4,0,-264.7909253
bitcoin,9/25/2017,3761.670545,895.563228,3926.07,1,27027.18074,164.3994548,0.041873796,Inf,1,0,0,-75.61324885
ethereum,9/25/2017,282.48,92.34213531,292.33,1,97.0225,9.85,0.033694797,Inf,0,0,1,-59.89799942
dji,9/26/2017,22219.43272,225.167395,22284.32031,1,4210.399235,64.88758922,0.002911805,Inf,4,5,0,-263.1589814
bitcoin,9/26/2017,3965.56334,952.2978389,3892.35,1,5360.193197,73.21334029,0.018809547,Inf,1,0,0,-75.16036945
ethereum,9/26/2017,292.33,95.43787448,287.44,1,23.9121,4.89,0.017012246,Inf,0,0,1,-59.97277525
dji,9/27/2017,22235.67784,225.5042111,22340.71094,1,11031.95133,105.0330964,0.004701421,Inf,5,4,0,-265.298092
bitcoin,9/27/2017,3935.486094,945.6724117,4200.67,1,70322.50404,265.1839061,0.063128955,Inf,1,0,0,-75.12482359
ethereum,9/27/2017,287.44,93.90891329,306.47,1,362.1409,19.03,0.062094169,Inf,0,0,1,-59.93143933
dji,9/28/2017,22321.6041,236.2237954,22381.19922,1,3551.578393,59.59512055,0.002662731,Inf,5,4,0,-263.4704657
bitcoin,9/28/2017,4187.338727,1022.74524,4174.73,1,158.9799847,12.60872653,0.00302025,Inf,1,0,0,-74.16185332
ethereum,9/28/2017,306.47,100.1351395,299.15,1,53.5824,7.32,0.02446933,Inf,0,0,1,-59.92628583
dji,9/29/2017,22348.86354,218.8577369,22405.08984,1,3161.396758,56.22629952,0.002509532,Inf,5,5,0,-266.5593896
bitcoin,9/29/2017,4163.100123,1014.646233,4163.07,1,0.000907397,0.030123033,7.24E-06,Inf,1,0,0,-74.32478883
ethereum,9/29/2017,299.15,97.78008921,291.47,1,58.9824,7.68,0.026349195,Inf,0,0,1,-59.9047227
dji,9/30/2017,22439.97874,217.1401237,22557.59961,1,13834.66804,117.6208657,0.005214246,Inf,5,5,0,-267.0594591
bitcoin,9/30/2017,4154.102874,1012.454502,4338.71,1,34079.79091,184.6071258,0.042548851,Inf,1,0,0,-74.32478921
ethereum,9/30/2017,291.47,95.39802942,301.46,1,99.8001,9.99,0.033138725,Inf,0,0,1,-59.82739551
dji,10/1/2017,22591.38505,232.5963307,22557.59961,1,1141.456234,33.78544411,0.001497741,Inf,5,5,0,-263.7018826
bitcoin,10/1/2017,4295.54699,1054.914792,4403.74,1,11705.72732,108.1930096,0.024568437,Inf,1,0,0,-73.85239488
ethereum,10/1/2017,301.46,98.91258781,302.34,1,0.7744,0.88,0.00291063,Inf,0,0,1,-59.68491378
dji,10/2/2017,22561.46633,205.2205017,22557.59961,1,14.95149894,3.866716816,0.000171415,Inf,5,5,0,-271.2975411
bitcoin,10/2/2017,4324.170377,1029.121432,4409.32,1,7250.458275,85.14962287,0.019311282,Inf,1,0,0,-75.85678057
ethereum,10/2/2017,299.4612816,88.12899012,297.48,1,3.92547676,1.981281595,0.006660218,Inf,1,0,0,-63.34600808
dji,10/3/2017,22608.95683,206.7835252,22641.66992,1,1070.146225,32.7130895,0.001444818,Inf,5,5,0,-271.1977054
bitcoin,10/3/2017,4324.0787,1027.667372,4317.48,1,43.54283861,6.598699767,0.001528368,Inf,1,0,0,-75.96555536
ethereum,10/3/2017,295.0772277,85.98883272,292.46,1,6.849881073,2.617227746,0.008949011,Inf,1,0,0,-64.03785317
dji,10/4/2017,22621.04857,206.4630534,22661.64063,1,1647.715651,40.59206389,0.001791224,Inf,5,5,0,-270.9728264
bitcoin,10/4/2017,4241.261989,971.499087,4229.36,1,141.6573454,11.90198914,0.002814135,Inf,1,0,0,-78.2254175
ethereum,10/4/2017,290.1775081,76.66145358,292.66,1,6.162766036,2.482491901,0.008482512,Inf,1,0,0,-69.92673421
dji,10/5/2017,22672.62546,208.3631533,22775.39063,1,10560.68052,102.7651717,0.004512115,Inf,5,5,0,-270.6854285
bitcoin,10/5/2017,4180.858462,956.9655741,4328.41,1,21771.45635,147.5515379,0.034089085,Inf,1,0,0,-78.25923154
ethereum,10/5/2017,290.685422,76.58391686,295.86,1,26.77625697,5.174577951,0.017489955,Inf,1,0,0,-70.06804652
dji,10/6/2017,22715.9695,210.8962975,22773.66992,1,3329.338211,57.70041777,0.002533646,Inf,5,5,0,-267.7392387
bitcoin,10/6/2017,4262.730625,978.9635706,4370.81,1,11681.15137,108.0793753,0.024727539,Inf,1,0,0,-78.00512327
ethereum,10/6/2017,293.0869161,77.22722323,308.59,1,240.3456091,15.50308386,0.050238452,Inf,1,0,0,-70.03612884
dji,10/7/2017,22786.09141,210.0427899,22761.07031,1,626.0555973,25.02110304,0.001099294,Inf,3,5,0,-268.3008898
bitcoin,10/7/2017,4288.406241,983.7855186,4426.89,1,19177.75162,138.4837594,0.031282404,Inf,1,0,0,-78.10616757
ethereum,10/7/2017,300.1337449,78.75383712,311.12,1,120.6978005,10.98625507,0.035311954,Inf,1,0,0,-70.36271508
dji,10/8/2017,22776.7138,210.1358401,22761.07031,1,244.7188726,15.64349298,0.000687292,Inf,3,5,0,-268.4456264
bitcoin,10/8/2017,4316.217071,951.1335728,4610.48,1,86590.67144,294.2629291,0.063824792,Inf,1,0,0,-80.53878793
ethereum,10/8/2017,300.5988389,75.024577,308.61,1,64.17870223,8.011161104,0.025958851,Inf,1,0,0,-73.36967447
dji,10/9/2017,22724.58544,146.5441034,22761.07031,1,1331.145911,36.48487235,0.001602951,Inf,5,5,0,-291.6596799
bitcoin,10/9/2017,4467.108268,1003.438758,4772.02,1,92971.16455,304.9117324,0.063895736,Inf,1,0,0,-79.3090023
ethereum,10/9/2017,299.420274,74.80233137,297.39,1,4.122012462,2.030273987,0.006826975,Inf,1,0,0,-73.29601423
dji,10/10/2017,22747.3429,148.1106065,22830.67969,1,6945.019756,83.33678513,0.00365021,Inf,5,5,0,-291.1489635
bitcoin,10/10/2017,4614.279878,1051.624343,4781.99,1,28126.68506,167.7101221,0.035071199,Inf,1,0,0,-78.32088654
ethereum,10/10/2017,292.4082605,72.89660093,299.87,1,55.67755588,7.461739467,0.024883248,Inf,1,0,0,-73.43086966
dji,10/11/2017,22827.38363,155.2909704,22872.89063,1,2070.887296,45.50700271,0.001989561,Inf,5,5,0,-288.9595856
bitcoin,10/11/2017,4594.846024,853.7855449,4826.48,1,53654.29879,231.6339759,0.047992321,Inf,1,3,0,-78.96433008
ethereum,10/11/2017,290.0986363,64.0526204,303.46,1,178.5260405,13.36136372,0.044030066,Inf,0,3,0,-73.45173763
dji,10/12/2017,22850.38023,150.3646391,22841.00977,1,87.8054707,9.370457337,0.000410247,Inf,5,5,0,-290.1975573
bitcoin,10/12/2017,4679.207821,878.3747172,5446.91,1,589366.6353,767.7021787,0.140942696,Inf,1,3,0,-78.21087323
ethereum,10/12/2017,296.287133,64.87914931,304.14,1,61.6675204,7.852867018,0.025819909,Inf,0,3,0,-74.05790075
dji,10/13/2017,22835.51131,150.5818036,22871.7207,1,1311.120061,36.20939189,0.001583151,Inf,5,5,0,-290.1837655
bitcoin,10/13/2017,5102.122173,1170.621338,5647.21,1,297120.7396,545.0878274,0.096523385,Inf,1,0,1,-77.65424388
ethereum,10/13/2017,303.0539206,73.60440691,338.76,1,1274.924107,35.70607941,0.105402289,Inf,0,1,1,-74.27996659
dji,10/14/2017,22876.83748,150.7697644,22956.96094,1,6419.768619,80.12345861,0.00349016,Inf,5,5,0,-289.9321531
bitcoin,10/14/2017,5647.21,1151.285466,5831.79,1,34069.7764,184.58,0.03165066,Inf,0,0,1,-87.12847047
ethereum,10/14/2017,338.76,74.06488253,339.63,1,0.7569,0.87,0.002561611,Inf,0,0,1,-83.08736372
dji,10/15/2017,22959.913,157.855039,22956.96094,1,8.71465941,2.952060197,0.000128591,Inf,5,4,0,-288.1515307
bitcoin,10/15/2017,5831.79,1031.986943,5678.19,1,23592.96,153.6,0.027050874,Inf,0,0,1,-95.31408645
ethereum,10/15/2017,339.63,63.11051991,336.6,1,9.1809,3.03,0.009001783,Inf,0,0,1,-92.48742782
dji,10/16/2017,22975.48185,149.6152159,22956.96094,1,343.0240903,18.52090954,0.000806767,Inf,4,5,0,-291.2143314
bitcoin,10/16/2017,5678.19,1010.77572,5725.59,1,2246.76,47.4,0.008278623,Inf,0,0,1,-94.97141858
ethereum,10/16/2017,336.6,62.46483845,333.38,1,10.3684,3.22,0.009658648,Inf,0,0,1,-92.56389366
dji,10/17/2017,22943.60568,150.2610973,22997.43945,1,2898.074848,53.83377052,0.002340859,Inf,5,4,0,-290.9275816
bitcoin,10/17/2017,5725.59,1018.632903,5605.51,1,14419.2064,120.08,0.02142178,Inf,0,0,1,-95.0043756
ethereum,10/17/2017,333.38,61.7003245,317.08,1,265.69,16.3,0.051406585,Inf,0,0,1,-92.72018255
dji,10/18/2017,22998.41776,149.5352692,23157.59961,1,25338.86211,159.1818523,0.006873849,Inf,5,4,0,-290.7973339
bitcoin,10/18/2017,5605.51,857.4793675,5590.69,1,219.6324,14.82,0.002650836,Inf,0,0,1,-103.7439289
ethereum,10/18/2017,313.7478234,44.94631261,314.32,1,0.327386038,0.572176579,0.001820363,Inf,1,0,0,-106.0053982
dji,10/19/2017,23199.31542,174.4422881,23163.03906,1,1315.974445,36.27636207,0.001566131,Inf,4,5,0,-280.4128643
bitcoin,10/19/2017,5590.69,843.2183173,5708.52,1,13883.9089,117.83,0.020641077,Inf,0,0,1,-104.561546
ethereum,10/19/2017,311.5540857,44.22869083,308.09,1,11.99988968,3.464085692,0.011243746,Inf,1,0,0,-106.4911781
dji,10/20/2017,23127.13401,156.6280353,23328.63086,1,40600.98058,201.4968501,0.00863732,Inf,4,5,0,-286.5546864
bitcoin,10/20/2017,5708.52,865.1213986,6011.45,1,91766.5849,302.93,0.050392168,Inf,0,0,1,-104.2844348
ethereum,10/20/2017,306.4830102,43.49966113,304.01,1,6.115779277,2.473010165,0.008134634,Inf,1,0,0,-106.5500429
dji,10/21/2017,23341.95869,198.2885555,23273.96094,1,4623.694407,67.99775295,0.002921624,Inf,5,5,0,-274.2603386
bitcoin,10/21/2017,6011.45,882.6042023,6031.6,1,406.0225,20.15,0.003340739,Inf,0,0,1,-106.119591
ethereum,10/21/2017,304.01,40.87846086,300.19,1,14.5924,3.82,0.012725274,Inf,0,0,1,-111.2101699
dji,10/22/2017,23343.49209,210.0837341,23273.96094,1,4834.580355,69.53114665,0.002987508,Inf,5,5,0,-272.431488
bitcoin,10/22/2017,6031.6,885.6848478,6008.42,1,537.3124,23.18,0.003857919,Inf,0,0,1,-106.1116016
ethereum,10/22/2017,299.7680615,38.84431948,295.45,1,18.64565469,4.318061451,0.014615202,Inf,1,0,0,-111.7739349
dji,10/23/2017,23321.39839,209.4037758,23273.96094,1,2250.311799,47.43745144,0.00203822,Inf,5,3,0,-272.7352101
bitcoin,10/23/2017,6008.42,861.5436558,5930.32,1,6099.61,78.1,0.01316961,Inf,0,0,1,-107.4887178
ethereum,10/23/2017,297.126888,29.23932709,286.95,1,103.5690491,10.17688799,0.035465719,Inf,0,3,0,-120.8846907
dji,10/24/2017,23294.04193,212.0919067,23441.75977,1,21820.56031,147.7178402,0.006301483,Inf,5,4,0,-272.386681
bitcoin,10/24/2017,5930.32,842.7447648,5526.64,1,162957.5424,403.68,0.073042572,Inf,0,0,1,-108.0085575
ethereum,10/24/2017,288.8239786,29.27938491,298.33,1,90.36444247,9.50602138,0.031864115,Inf,0,3,0,-119.497747
dji,10/25/2017,23474.69277,203.5961536,23329.46094,1,21092.28441,145.2318299,0.006225254,Inf,3,5,1,-268.8918156
bitcoin,10/25/2017,5526.64,794.4223251,5750.8,1,50247.7056,224.16,0.038978925,Inf,0,0,1,-107.3456294
ethereum,10/25/2017,303.3209044,30.81935513,297.93,1,29.06184984,5.390904362,0.018094533,Inf,0,3,0,-119.9050403
dji,10/26/2017,23378.80742,215.2217312,23400.85938,1,486.2889069,22.05195925,0.000942357,Inf,4,5,0,-268.3730463
bitcoin,10/26/2017,5750.8,842.5143194,5904.83,1,23725.2409,154.03,0.026085425,Inf,0,0,1,-106.2446005
ethereum,10/26/2017,298.3903316,30.46112793,296.53,1,3.460833707,1.860331612,0.006273671,Inf,0,3,0,-119.5653465
dji,10/27/2017,23401.74657,227.9448555,23434.18945,1,1052.540783,32.44288494,0.001384425,Inf,5,5,0,-266.9468855
bitcoin,10/27/2017,5904.83,808.4508714,5780.9,1,15358.6449,123.93,0.021437838,Inf,0,0,1,-110.1647969
ethereum,10/27/2017,306.0108262,27.88338497,297.42,1,73.80229537,8.590826233,0.028884494,Inf,0,3,0,-125.8669794
dji,10/28/2017,23471.30272,227.8528076,23348.74023,1,15021.56282,122.5624854,0.005249212,Inf,5,5,0,-266.9629215
bitcoin,10/28/2017,5780.9,796.0880227,5753.09,1,773.3961,27.81,0.004833924,Inf,0,0,1,-109.8288583
ethereum,10/28/2017,292.9507151,27.48601687,296.3,1,11.21770904,3.349284855,0.011303695,Inf,0,3,0,-124.72922
dji,10/29/2017,23420.29033,233.7878961,23348.74023,1,5119.416169,71.55009552,0.003064409,Inf,5,5,0,-265.8192922
bitcoin,10/29/2017,5753.09,792.4296295,6153.85,1,160608.5776,400.76,0.065123459,Inf,0,0,1,-109.8163371
ethereum,10/29/2017,299.4696862,27.06281255,305.09,1,31.58792689,5.620313771,0.018421822,Inf,0,3,0,-126.1341376
dji,10/30/2017,23385.91358,215.7030865,23348.74023,1,1381.857604,37.17334534,0.001592092,Inf,5,3,0,-270.4016888
bitcoin,10/30/2017,6153.85,880.5638239,6130.53,1,543.8224,23.32,0.003803913,Inf,0,0,1,-107.6091176
ethereum,10/30/2017,306.2283029,26.88226779,307.75,1,2.315562059,1.521697098,0.004944588,Inf,0,3,0,-128.3514262
dji,10/31/2017,23322.52643,214.9971755,23377.24023,1,2993.599964,54.71380049,0.002340473,Inf,5,4,0,-270.6661605
bitcoin,10/31/2017,6130.53,874.8671239,6468.4,1,114156.1369,337.87,0.052233937,Inf,0,0,1,-107.7650873
ethereum,10/31/2017,314.868112,26.29519646,305.88,1,80.78615664,8.988111962,0.029384438,Inf,0,3,0,-129.4366221
dji,11/1/2017,23294.91662,216.6750277,23435.00977,1,19626.09026,140.0931485,0.005977943,Inf,5,4,0,-270.0906684
bitcoin,11/1/2017,6468.4,957.1200601,6767.31,1,89347.1881,298.91,0.044169692,Inf,0,0,1,-105.6686331
ethereum,11/1/2017,303.3081241,26.8105933,291.69,1,134.9808074,11.61812409,0.039830382,Inf,0,3,0,-127.9886198
dji,11/2/2017,23358.13565,208.1153702,23516.25977,1,25003.23858,158.124124,0.006724034,Inf,4,4,0,-270.2465977
bitcoin,11/2/2017,6767.31,1020.595815,7078.5,1,96839.2161,311.19,0.043962704,Inf,0,0,1,-104.5664659
ethereum,11/2/2017,290.1900809,26.71024985,287.43,1,7.61804631,2.760080852,0.009602619,Inf,0,3,0,-125.4476594
dji,11/3/2017,23411.2753,203.4885732,23539.18945,1,16362.02999,127.9141509,0.005434093,Inf,5,4,0,-270.7030663
bitcoin,11/3/2017,7078.5,1087.267836,7207.76,1,16708.1476,129.26,0.01793345,Inf,0,0,1,-103.5057729
ethereum,11/3/2017,289.8946605,26.72652422,305.71,1,250.1249637,15.81533951,0.051733144,Inf,0,3,0,-125.2959647
dji,11/4/2017,23579.22881,217.6863402,23548.41992,1,949.1878325,30.8088921,0.001308321,Inf,5,5,0,-271.2288364
bitcoin,11/4/2017,7207.76,1104.517877,7379.95,1,29649.3961,172.19,0.023332136,Inf,0,0,1,-103.6421106
ethereum,11/4/2017,312.4376395,31.11439825,300.47,1,143.2243954,11.96763951,0.039829732,Inf,0,3,0,-120.871239
dji,11/5/2017,23536.31964,218.4640757,23548.41992,1,146.4166704,12.10027563,0.000513847,Inf,5,4,0,-271.0022311
bitcoin,11/5/2017,7379.95,1136.811202,7407.41,1,754.0516,27.46,0.003707099,Inf,0,0,1,-103.3405466
ethereum,11/5/2017,301.8717127,33.48783917,296.26,1,31.4913199,5.611712742,0.018941851,Inf,1,0,0,-121.5340157
dji,11/6/2017,23534.92875,216.4512022,23548.41992,1,182.01163,13.49116859,0.000572912,Inf,5,5,0,-271.3689434
bitcoin,11/6/2017,7407.41,1139.137086,7022.76,1,147955.6225,384.65,0.054771913,Inf,0,0,1,-103.4372223
ethereum,11/6/2017,298.5321759,33.33166704,298.89,1,0.128038085,0.357824098,0.001197177,Inf,1,0,0,-121.1267583
dji,11/7/2017,23571.25847,216.8562475,23557.23047,1,196.7849031,14.02800425,0.000595486,Inf,5,4,0,-271.2706031
bitcoin,11/7/2017,7022.76,1094.371801,7144.38,1,14791.4244,121.62,0.017023171,Inf,0,0,1,-102.6711757
ethereum,11/7/2017,300.4564339,33.47170666,294.66,1,33.5986464,5.796433938,0.019671601,Inf,1,0,0,-121.2677654
dji,11/8/2017,23522.22134,216.88834,23563.35938,1,1692.338514,41.13804217,0.001745848,Inf,5,4,0,-271.2252218
bitcoin,11/8/2017,7144.38,1102.402742,7459.69,1,99420.3961,315.31,0.042268512,Inf,0,0,1,-103.2418061
ethereum,11/8/2017,296.650646,32.56457106,309.07,1,154.2403527,12.41935395,0.040182981,Inf,1,0,0,-122.081328
dji,11/9/2017,23590.47791,209.9801478,23461.93945,1,16522.13548,128.5384592,0.005478595,Inf,5,5,0,-273.2731778
bitcoin,11/9/2017,7459.69,1174.742897,7143.58,1,99925.5321,316.11,0.044250922,Inf,0,0,1,-102.062764
ethereum,11/9/2017,313.5055782,31.44303816,320.88,1,54.38209761,7.374421849,0.022981868,Inf,0,3,0,-120.2993968
dji,11/10/2017,23440.26605,214.5609813,23422.21094,1,325.98702,18.05511063,0.000770854,Inf,5,5,0,-271.3827295
bitcoin,11/10/2017,7143.58,1146.351303,6618.14,1,276087.1936,525.44,0.079393908,Inf,0,0,1,-100.9726465
ethereum,11/10/2017,316.8964943,30.71393381,299.25,1,311.3987616,17.64649431,0.05896907,Inf,0,3,0,-120.1331133
dji,11/11/2017,23401.2378,214.4747091,23439.69922,1,1479.280583,38.46141681,0.001640866,Inf,5,5,0,-271.741982
bitcoin,11/11/2017,6618.14,960.8202418,6357.6,1,67881.0916,260.54,0.040980873,Inf,0,0,1,-106.7702359
ethereum,11/11/2017,292.6666684,30.73566978,314.68,1,484.5867693,22.01333163,0.069954658,Inf,0,3,0,-115.8907303
dji,11/12/2017,23367.59041,204.0194637,23439.69922,1,5199.681133,72.10881453,0.003076354,Inf,5,5,0,-273.6771241
bitcoin,11/12/2017,6357.6,926.585065,5950.07,1,166080.7009,407.53,0.068491631,Inf,0,0,1,-106.5454793
ethereum,11/12/2017,314.0267535,34.88730909,307.91,1,37.41467381,6.116753535,0.019865394,Inf,1,0,0,-121.1206122
dji,11/13/2017,23418.05411,224.1609786,23439.69922,1,468.5107553,21.64510927,0.000923438,Inf,5,4,0,-270.3519919
bitcoin,11/13/2017,5744.722121,711.2492693,6559.49,1,663846.6973,814.7678794,0.124212077,Inf,2,1,0,-106.4038429
ethereum,11/13/2017,308.1036196,34.41317623,316.72,1,74.24201196,8.616380444,0.027205041,Inf,1,0,0,-120.9667102
dji,11/14/2017,23472.95707,225.1592292,23409.4707,1,4030.519237,63.48637049,0.002711995,Inf,5,4,0,-270.5456118
bitcoin,11/14/2017,6559.49,1091.829875,6635.75,1,5815.5876,76.26,0.011492296,Inf,0,0,1,-98.85616143
ethereum,11/14/2017,314.2493049,35.13647296,337.63,1,546.6569018,23.38069507,0.06924946,Inf,1,0,0,-121.1246688
dji,11/15/2017,23351.53437,216.8450807,23271.2793,1,6440.876302,80.25507026,0.003448675,Inf,5,4,0,-271.3731888
bitcoin,11/15/2017,6635.75,1105.207565,7315.54,1,462114.4441,679.79,0.092924104,Inf,0,0,1,-98.82032781
ethereum,11/15/2017,329.3974038,39.82681512,333.36,1,15.70216903,3.962596249,0.011886838,Inf,1,0,0,-116.4499734
dji,11/16/2017,23280.7273,228.6605962,23458.35938,1,31553.15636,177.6320815,0.00757223,Inf,5,4,0,-268.8318195
bitcoin,11/16/2017,7315.54,1320.171914,7871.69,1,309302.8225,556.15,0.070651918,Inf,0,0,1,-94.18034724
ethereum,11/16/2017,325.2183907,37.07194085,330.92,1,32.50834865,5.701609303,0.01722957,Inf,1,0,0,-120.0517753
dji,11/17/2017,23389.21755,244.4311485,23358.24023,1,959.5944576,30.97732167,0.001326184,Inf,5,3,0,-266.6838278
bitcoin,11/17/2017,7871.69,1481.539746,7708.99,1,26471.29,162.7,0.021105229,Inf,0,0,1,-91.74842392
ethereum,11/17/2017,324.2052023,36.93924527,332.39,1,66.99091311,8.184797683,0.024624079,Inf,1,0,0,-120.0129787
dji,11/18/2017,23363.20346,224.1581392,23430.33008,1,4505.983672,67.12662417,0.002864946,Inf,5,5,0,-270.8856786
bitcoin,11/18/2017,7708.99,1450.930787,7790.15,1,6586.9456,81.16,0.010418285,Inf,0,0,1,-91.74790602
ethereum,11/18/2017,326.216415,37.20291676,347.61,1,457.6854777,21.39358497,0.061544791,Inf,1,0,0,-119.8483234
dji,11/19/2017,23365.00008,196.0487114,23430.33008,1,4268.009401,65.33000384,0.002788266,Inf,5,5,0,-276.4095323
bitcoin,11/19/2017,7790.15,1437.650806,8036.49,1,60683.3956,246.34,0.030652685,Inf,0,0,1,-92.88535786
ethereum,11/19/2017,341.2466815,40.38344016,354.39,1,172.746822,13.14331853,0.03708716,Inf,0,1,1,-116.1345445
dji,11/20/2017,23351.19637,201.2365084,23430.33008,1,6262.144082,79.13371015,0.003377405,Inf,5,5,0,-276.7306835
bitcoin,11/20/2017,8036.49,1494.186928,8200.64,1,26945.2225,164.15,0.02001673,Inf,0,0,1,-92.45509318
ethereum,11/20/2017,347.3001946,37.5586092,366.73,1,377.5173374,19.42980539,0.052981227,Inf,0,3,1,-115.2702964
dji,11/21/2017,23452.68691,207.864616,23590.83008,1,19083.5367,138.1431747,0.0058558,Inf,5,5,0,-275.6907035
bitcoin,11/21/2017,8200.64,1529.330439,8071.26,1,16739.1844,129.38,0.016029715,Inf,0,0,1,-92.27997107
