currency,train_start,forecast_actual,volatility,actual_val,num_forecast_vals,mspe,mae,mape,pm,optimal_p,optimal_q,optimal_d,optimal_aic
ethereum,11/21/2017,366.73,46.77337194,360.4,1,40.0689,6.33,0.017563818,Inf,0,0,1,-114.2713624
dji,11/22/2017,23479.92302,178.6772207,23526.17969,1,2139.679622,46.2566711,0.001966179,Inf,4,4,0,-279.7288474
bitcoin,11/22/2017,8071.26,1506.144544,8253.55,1,33229.6441,182.29,0.022086254,Inf,0,0,1,-92.24378611
ethereum,11/22/2017,359.9201631,28.07979074,380.65,1,429.7261388,20.72983692,0.054459049,Inf,5,2,1,-115.0233627
dji,11/23/2017,23556.74126,155.4299767,23557.99023,1,1.559922471,1.248968563,5.30E-05,Inf,4,4,0,-288.6925025
bitcoin,11/23/2017,8253.55,1486.54005,8038.77,1,46130.4484,214.78,0.026718018,Inf,0,0,1,-94.2933289
ethereum,11/23/2017,380.65,49.2780766,410.17,1,871.4304,29.52,0.071970159,Inf,0,0,1,-113.4077231
dji,11/24/2017,23534.09317,150.8580667,23557.99023,1,571.0694083,23.89705857,0.001014393,Inf,5,5,0,-289.9516665
bitcoin,11/24/2017,8038.77,1437.290102,8253.69,1,46190.6064,214.92,0.026039262,Inf,0,0,1,-94.71701734
ethereum,11/24/2017,409.6421775,41.54597849,474.91,1,4259.888655,65.26782251,0.137431982,Inf,0,5,1,-108.7949175
dji,11/25/2017,23534.66063,127.5624859,23580.7793,1,2126.932168,46.11867483,0.001955774,Inf,5,5,0,-299.8606154
bitcoin,11/25/2017,8253.69,1475.685896,8790.92,1,288616.0729,537.23,0.06111192,Inf,0,0,1,-94.7182239
ethereum,11/25/2017,474.91,83.80572066,466.28,1,74.4769,8.63,0.018508193,Inf,0,0,1,-95.47526042
dji,11/26/2017,23539.89894,132.0456612,23580.7793,1,1671.203878,40.88036054,0.001733631,Inf,4,4,0,-297.7041817
bitcoin,11/26/2017,8790.92,1617.268715,9330.55,1,291200.5369,539.63,0.057834747,Inf,0,0,1,-93.06643968
ethereum,11/26/2017,466.28,82.51283682,471.33,1,25.5025,5.05,0.010714361,Inf,0,0,1,-95.31376607
dji,11/27/2017,23502.34436,129.6578473,23580.7793,1,6152.039123,78.4349356,0.003326223,Inf,4,4,0,-298.2877502
bitcoin,11/27/2017,9330.55,1763.552677,9818.35,1,237948.84,487.8,0.049682482,Inf,0,0,1,-91.50396605
ethereum,11/27/2017,471.33,83.47866758,480.36,1,81.5409,9.03,0.018798401,Inf,0,0,1,-95.26372239
dji,11/28/2017,23466.3078,137.0363456,23836.71094,1,137198.4836,370.4031366,0.015539188,Inf,4,4,0,-294.22462
bitcoin,11/28/2017,9981.682034,1755.778175,10058.8,1,5947.180718,77.11796625,0.007666716,Inf,1,0,1,-93.24895625
ethereum,11/28/2017,480.36,84.72006497,472.9,1,55.6516,7.46,0.015775005,Inf,0,0,1,-95.50761691
dji,11/29/2017,23661.95208,261.7135108,23940.67969,1,77689.08006,278.7276091,0.011642427,Inf,5,3,0,-263.6124144
bitcoin,11/29/2017,10143.67449,1777.184962,9888.61,1,65057.89367,255.0644892,0.025793766,Inf,1,0,1,-93.4614294
ethereum,11/29/2017,472.9,83.52539503,427.52,1,2059.3444,45.38,0.106147081,Inf,0,0,1,-95.42372689
dji,11/30/2017,24039.26119,267.3606272,24272.34961,1,54330.2108,233.0884184,0.009603043,Inf,5,5,0,-260.0956475
bitcoin,11/30/2017,9836.295041,1710.969887,10233.6,1,157851.2306,397.3049592,0.038823577,Inf,1,0,1,-93.90481906
ethereum,11/30/2017,427.52,81.78865325,447.11,1,383.7681,19.59,0.043814721,Inf,0,0,1,-90.80420491
dji,12/1/2017,24355.85243,278.9545212,24231.58984,1,15441.19222,124.2625938,0.005128124,Inf,5,5,0,-255.9128935
bitcoin,12/1/2017,10233.6,1863.422465,10975.6,1,550564,742,0.067604505,Inf,0,0,1,-93.66108145
ethereum,12/1/2017,447.11,85.3811445,466.54,1,377.5249,19.43,0.041647018,Inf,0,0,1,-90.9092614
dji,12/2/2017,24376.53729,288.4978808,24290.05078,1,7479.916548,86.48651079,0.003560573,Inf,5,5,0,-255.235153
bitcoin,12/2/2017,11207.20791,1993.141892,11074.6,1,17584.85699,132.607907,0.011974058,Inf,1,0,1,-92.63044357
ethereum,12/2/2017,466.54,90.12308481,463.45,1,9.5481,3.09,0.006667386,Inf,0,0,1,-90.24360729
dji,12/3/2017,24287.54671,289.9126256,24290.05078,1,6.270363979,2.504069484,0.00010309,Inf,5,4,0,-255.2472127
bitcoin,12/3/2017,11102.68007,1974.932333,11323.2,1,48629.0385,220.5199277,0.019475054,Inf,1,0,1,-92.62964951
ethereum,12/3/2017,463.45,87.09024755,465.85,1,5.76,2.4,0.005151873,Inf,0,0,1,-91.83879695
dji,12/4/2017,24224.39514,282.322844,24290.05078,1,4310.66283,65.65563822,0.002702985,Inf,4,5,0,-256.412392
bitcoin,12/4/2017,11394.66551,2024.753582,11657.2,1,68924.35926,262.5344916,0.022521231,Inf,1,0,1,-92.68923469
ethereum,12/4/2017,465.85,87.36121738,470.2,1,18.9225,4.35,0.009251382,Inf,0,0,1,-91.95785035
dji,12/5/2017,24374.60469,282.8545278,24180.64063,1,37622.05584,193.9640581,0.008021461,Inf,4,5,0,-256.0971329
bitcoin,12/5/2017,11761.59371,2091.693683,11916.7,1,24057.96112,155.1062898,0.013015876,Inf,1,0,1,-92.62606094
ethereum,12/5/2017,470.2,88.10162885,463.28,1,47.8864,6.92,0.014936971,Inf,0,0,1,-92.00728843
dji,12/6/2017,24089.85703,302.0071604,24140.91016,1,2606.422434,51.05313344,0.002114797,Inf,5,5,0,-252.6434105
bitcoin,12/6/2017,12003.20749,2074.084399,14291.5,1,5236282.622,2288.292512,0.160115629,Inf,1,0,1,-94.2761228
ethereum,12/6/2017,463.28,86.89834888,428.59,1,1203.3961,34.69,0.080939826,Inf,0,0,1,-91.94514742
dji,12/7/2017,23976.86997,292.1909179,24211.48047,1,55042.08671,234.6105,0.009690052,Inf,5,4,0,-253.9168041
bitcoin,12/7/2017,14949.14916,3027.6513,17899.7,1,8705750.24,2950.550837,0.164838005,Inf,0,2,1,-81.81042576
ethereum,12/7/2017,428.59,83.88150468,434.41,1,33.8724,5.82,0.013397482,Inf,0,0,1,-89.48781461
dji,12/8/2017,24206.04495,279.512633,24329.16016,1,15157.3561,123.1152147,0.005060397,Inf,5,5,0,-254.6412461
bitcoin,12/8/2017,21575.25401,4154.315086,16569.4,1,25058574.41,5005.854014,0.30211438,Inf,0,3,1,-79.46090099
ethereum,12/8/2017,434.41,83.77003963,456.03,1,467.4244,21.62,0.047409162,Inf,0,0,1,-90.34456022
dji,12/9/2017,24377.38412,282.0414428,24386.0293,1,74.73907572,8.645176442,0.000354513,Inf,5,5,0,-252.9241338
bitcoin,12/9/2017,15657.90649,4139.861857,15178.2,1,230118.3143,479.7064877,0.031604966,Inf,0,1,1,-69.63701792
ethereum,12/9/2017,456.03,88.53782319,473.5,1,305.2009,17.47,0.036895459,Inf,0,0,1,-89.95227208
dji,12/10/2017,24387.42375,281.2663381,24386.0293,1,1.944496562,1.394452065,5.72E-05,Inf,3,5,0,-253.0188818
bitcoin,12/10/2017,15527.84751,3727.183782,15455.4,1,5248.641711,72.44751004,0.004687521,Inf,1,1,1,-71.21473288
ethereum,12/10/2017,473.5,89.6539947,441.72,1,1009.9684,31.78,0.071946029,Inf,0,0,1,-91.40164103
dji,12/11/2017,24363.75369,280.2224534,24386.0293,1,496.2027385,22.2756086,0.000913458,Inf,5,5,0,-253.2764233
bitcoin,12/11/2017,15284.07321,3645.511883,16936.8,1,2731505.854,1652.726794,0.097581999,Inf,1,1,1,-71.50461892
ethereum,12/11/2017,437.4831346,66.18842428,515.14,1,6030.58874,77.65686537,0.15074905,Inf,1,3,1,-91.08131738
dji,12/12/2017,24411.56359,280.8248198,24504.80078,1,8693.173463,93.23718927,0.003804854,Inf,5,5,0,-253.1244787
bitcoin,12/12/2017,18020.63583,4374.573862,17415.4,1,366310.4079,605.2358283,0.03475291,Inf,0,1,1,-74.06113061
ethereum,12/12/2017,515.14,114.5442866,651.43,1,18574.9641,136.29,0.209216646,Inf,0,0,1,-82.1126472
dji,12/13/2017,24530.501,284.0806218,24585.42969,1,3017.161515,54.92869483,0.002234197,Inf,5,5,0,-252.9365399
bitcoin,12/13/2017,17093.64585,3961.387957,16408.2,1,469836.0096,685.4458473,0.041774591,Inf,0,1,1,-76.84935236
ethereum,12/13/2017,708.6581216,156.8287223,702.77,1,34.66997625,5.888121623,0.008378448,Inf,0,3,1,-71.49082766
dji,12/14/2017,24570.01359,281.8659695,24508.66016,1,3764.242899,61.35342614,0.002503337,Inf,5,5,0,-252.6405483
bitcoin,12/14/2017,15983.48567,3727.27106,16564,1,336996.8927,580.5143346,0.035046748,Inf,0,1,1,-76.4409542
ethereum,12/14/2017,633.7753759,136.4329223,695.82,1,3849.535378,62.04462408,0.089167635,Inf,0,3,1,-73.09770498
dji,12/15/2017,24534.83609,287.7877433,24651.74023,1,13666.57901,116.9041445,0.004742227,Inf,4,4,1,-249.8234468
bitcoin,12/15/2017,16968.10802,3960.965234,17706.9,1,545813.5945,738.7919833,0.041723395,Inf,0,1,1,-76.42667033
ethereum,12/15/2017,752.1644747,158.1360493,684.45,1,4585.250089,67.71447474,0.098932683,Inf,0,4,1,-72.10218831
dji,12/16/2017,24655.67142,313.5849594,24792.19922,1,18639.84055,136.5278014,0.005506885,Inf,5,5,0,-250.2133255
bitcoin,12/16/2017,18244.56444,4103.840981,19497.4,1,1569596.928,1252.835555,0.064256545,Inf,0,1,1,-78.46121027
ethereum,12/16/2017,681.5172027,175.9534158,696.21,1,215.8782918,14.69279728,0.021103973,Inf,0,1,1,-71.0090225
dji,12/17/2017,24882.49756,321.1630043,24792.19922,1,8153.789669,90.29833702,0.003642208,Inf,5,5,0,-249.1157338
bitcoin,12/17/2017,20447.70615,4668.939431,19140.8,1,1708003.685,1306.90615,0.068278554,Inf,0,1,1,-77.48466335
ethereum,12/17/2017,702.3099169,181.502037,719.98,1,312.2318372,17.67008311,0.024542464,Inf,0,1,1,-70.94853557
dji,12/18/2017,24726.52113,311.4315877,24792.19922,1,4313.611156,65.67808733,0.002649143,Inf,5,5,0,-250.5289224
bitcoin,12/18/2017,18220.3765,4244.637837,19114.2,1,798920.4434,893.8234968,0.046762276,Inf,0,1,1,-76.30899565
ethereum,12/18/2017,727.4419524,186.8680097,794.64,1,4515.577608,67.19804765,0.084564139,Inf,0,1,1,-71.2850804
dji,12/19/2017,24826.8306,314.8471431,24754.75,1,5195.612998,72.08060071,0.002911789,Inf,5,5,0,-250.0866524
bitcoin,12/19/2017,19741.87092,4654.726571,17776.7,1,3861896.737,1965.170918,0.110547566,Inf,0,1,1,-75.71542037
ethereum,12/19/2017,825.0804556,218.5296205,826.82,1,3.026014586,1.739544361,0.002103897,Inf,0,1,1,-69.51517661
dji,12/20/2017,24765.07343,318.3591039,24726.65039,1,1476.330177,38.42304226,0.001553912,Inf,5,5,0,-249.712115
bitcoin,12/20/2017,16702.70727,4093.943374,16624.6,1,6100.745176,78.10726712,0.004698295,Inf,0,1,1,-73.65843042
ethereum,12/20/2017,826.9876247,216.7099675,819.09,1,62.3724757,7.897624687,0.00964195,Inf,0,1,1,-70.10891089
dji,12/21/2017,24600.60793,316.6154033,24782.28906,1,33008.03124,181.6811252,0.007331087,Inf,5,5,0,-250.5890291
bitcoin,12/21/2017,16615.87844,4036.36637,15802.9,1,660933.9429,812.9784394,0.051444889,Inf,0,1,1,-74.12126683
ethereum,12/21/2017,815.7253345,212.2892103,821.06,1,28.45865608,5.334665508,0.006497291,Inf,0,1,1,-70.48340346
dji,12/22/2017,24743.05966,286.6461744,24754.06055,1,121.0195553,11.00088884,0.000444407,Inf,5,4,0,-251.8714116
bitcoin,12/22/2017,15335.78037,3741.822035,13831.8,1,2261956.959,1503.980372,0.108733525,Inf,0,1,1,-73.93184678
ethereum,12/22/2017,823.576289,211.6651992,674.86,1,22116.53463,148.716289,0.220366134,Inf,0,1,1,-71.17393344
dji,12/23/2017,24663.43377,276.3065691,24746.21094,1,6852.060682,82.77717489,0.003345044,Inf,3,5,0,-254.6401272
bitcoin,12/23/2017,12943.24305,3272.588212,14699.2,1,3083384.824,1755.956954,0.119459355,Inf,0,1,1,-71.68049485
ethereum,12/23/2017,612.1107334,180.896215,719.39,1,11508.84105,107.2792666,0.149125324,Inf,0,1,1,-63.12661779
dji,12/24/2017,24780.89534,273.9435145,24746.21094,1,1203.00735,34.68439635,0.001401604,Inf,4,4,0,-255.8082916
bitcoin,12/24/2017,16144.48262,4343.045707,13925.8,1,4922552.58,2218.682623,0.159321735,Inf,0,1,1,-68.01973785
ethereum,12/24/2017,719.39,217.03792,694.15,1,637.0576,25.24,0.036361017,Inf,0,0,1,-64.51340872
dji,12/25/2017,24840.04642,267.9665186,24746.21094,1,8805.096471,93.83547555,0.003791913,Inf,5,5,0,-255.9105503
bitcoin,12/25/2017,13288.9543,3789.430981,14026.6,1,544121.1827,737.6457027,0.05258906,Inf,0,1,1,-65.23567457
ethereum,12/25/2017,694.15,210.0035247,765.83,1,5138.0224,71.68,0.093597796,Inf,0,0,1,-64.35407815
dji,12/26/2017,24724.00817,262.9328019,24746.21094,1,492.9629206,22.20276831,0.000897219,Inf,5,5,0,-255.3790737
bitcoin,12/26/2017,14257.98834,4075.282041,16099.8,1,3392270.202,1841.811663,0.114399661,Inf,0,1,1,-65.16842057
ethereum,12/26/2017,765.83,238.0995035,773.84,1,64.1601,8.01,0.010350977,Inf,0,0,1,-62.7833287
dji,12/27/2017,24594.60177,262.073585,24774.30078,1,32291.73241,179.699005,0.007253444,Inf,5,5,0,-255.3492259
bitcoin,12/27/2017,15976.59535,4377.861352,15838.5,1,19070.32447,138.0953456,0.008718966,Inf,1,1,1,-63.74458191
ethereum,12/27/2017,773.84,240.4210233,762.84,1,121,11,0.0144198,Inf,0,0,1,-62.82371913
dji,12/28/2017,24764.81376,292.7849271,24837.50977,1,5284.709883,72.69601009,0.002926864,Inf,5,5,0,-256.0955309
bitcoin,12/28/2017,15831.15778,4338.5903,14606.5,1,1499786.688,1224.657784,0.083843343,Inf,1,1,1,-63.73823944
ethereum,12/28/2017,762.84,236.9770349,737.02,1,666.6724,25.82,0.035032971,Inf,0,0,1,-62.83014018
dji,12/29/2017,24874.16606,301.770587,24719.2207,1,24008.06331,154.9453559,0.006268214,Inf,5,5,0,-254.3338071
bitcoin,12/29/2017,14061.12196,3946.436244,14656.2,1,354117.8706,595.0780374,0.040602478,Inf,1,1,1,-62.4674652
ethereum,12/29/2017,737.02,223.1419785,753.59,1,274.5649,16.57,0.021988084,Inf,0,0,1,-64.31050315
dji,12/30/2017,24621.43437,188.2726976,24824.00977,1,41036.79375,202.5754026,0.008160463,Inf,3,5,0,-279.7514434
bitcoin,12/30/2017,15160.74028,4291.92788,12952.2,1,4877650.165,2208.540279,0.170514683,Inf,1,1,1,-62.19006302
ethereum,12/30/2017,753.59,227.1436033,717.26,1,1319.8689,36.33,0.050651089,Inf,0,0,1,-64.56720434
dji,12/31/2017,24833.47053,221.9447407,24824.00977,1,89.50601266,9.460761738,0.000381113,Inf,4,5,0,-272.0842727
bitcoin,12/31/2017,12224.07822,3845.948019,14156.4,1,3733867.461,1932.32178,0.136498105,Inf,0,1,1,-59.59419639
ethereum,12/31/2017,717.26,216.5971386,756.73,1,1557.8809,39.47,0.05215863,Inf,0,0,1,-64.45974067
dji,1/1/2018,24780.46726,220.5747242,24824.00977,1,1895.949858,43.54250633,0.001754048,Inf,4,5,0,-272.9531142
bitcoin,1/1/2018,14156.4,4768.466323,13657.2,1,249200.64,499.2,0.036552148,Inf,0,0,1,-58.17565771
ethereum,1/1/2018,756.73,230.4128214,772.64,1,253.1281,15.91,0.020591737,Inf,0,0,1,-63.98396405
dji,1/2/2018,24874.44939,220.1551253,24824.00977,1,2544.155299,50.43962033,0.002031889,Inf,4,5,0,-272.8648507
bitcoin,1/2/2018,13657.2,4609.018496,14982.1,1,1755360.01,1324.9,0.088432196,Inf,0,0,1,-58.06704567
ethereum,1/2/2018,772.64,235.5343345,884.44,1,12499.24,111.8,0.12640767,Inf,0,0,1,-63.91619322
dji,1/3/2018,24778.41159,222.1266972,24922.67969,1,20813.28342,144.2680957,0.005788627,Inf,4,5,0,-272.428465
bitcoin,1/3/2018,14982.1,5147.951983,15201,1,47917.21,218.9,0.014400368,Inf,0,0,1,-57.03322768
ethereum,1/3/2018,884.44,283.4593421,962.72,1,6127.7584,78.28,0.081311285,Inf,0,0,1,-61.03533994
dji,1/4/2018,24925.99658,242.8956458,25075.13086,1,22241.03269,149.1342774,0.005947497,Inf,2,3,0,-272.8744709
bitcoin,1/4/2018,15215.2221,4936.791815,15599.2,1,147439.0243,383.9778955,0.02461523,Inf,1,0,0,-57.33795116
ethereum,1/4/2018,962.72,314.1424268,980.92,1,331.24,18.2,0.018554011,Inf,0,0,1,-60.00200256
dji,1/5/2018,25030.61915,235.7934592,25295.86914,1,70357.55583,265.2499874,0.010485901,Inf,5,4,0,-269.5215194
bitcoin,1/5/2018,15621.60491,4541.271815,17429.5,1,3268484.664,1807.895092,0.103726159,Inf,1,0,0,-64.03334571
ethereum,1/5/2018,980.92,315.4229212,997.72,1,282.24,16.8,0.016838392,Inf,0,0,1,-60.84501177
dji,1/6/2018,25324.91581,284.1302631,25283,1,1756.935057,41.91580916,0.001657865,Inf,5,5,0,-260.0219495
bitcoin,1/6/2018,17142.69347,4541.448773,17527,1,147691.5082,384.3065289,0.021926544,Inf,1,0,0,-69.35614698
ethereum,1/6/2018,997.72,320.9140998,1041.68,1,1932.4816,43.96,0.04220106,Inf,0,0,1,-60.82906034
dji,1/7/2018,25401.78184,271.3335678,25283,1,14109.12491,118.7818375,0.004698091,Inf,5,5,0,-262.0701056
bitcoin,1/7/2018,17183.91052,4444.799588,16477.6,1,498874.557,706.3105245,0.042864891,Inf,1,0,0,-70.79306753
ethereum,1/7/2018,1041.68,334.617137,1153.17,1,12430.0201,111.49,0.096681322,Inf,0,0,1,-60.90404627
dji,1/8/2018,25329.47966,281.6130018,25283,1,2160.358756,46.4796596,0.001838376,Inf,4,3,0,-261.9037486
bitcoin,1/8/2018,16335.46355,4157.925831,15170.1,1,1358072.211,1165.363553,0.076819767,Inf,1,0,0,-71.75574125
ethereum,1/8/2018,1245.035858,346.2565235,1148.53,1,9313.380586,96.50585778,0.084025544,Inf,0,2,1,-60.72523413
dji,1/9/2018,25303.95953,281.4586203,25385.80078,1,6697.99064,81.84125268,0.003223899,Inf,5,5,0,-261.6967732
bitcoin,1/9/2018,15317.37935,3975.007395,14595.4,1,521254.1766,721.9793464,0.049466225,Inf,1,0,0,-70.63631632
ethereum,1/9/2018,1116.842797,272.2620755,1299.74,1,33451.38672,182.8972026,0.1407183,Inf,0,2,1,-68.31820778
dji,1/10/2018,25346.26474,281.944541,25369.13086,1,522.859639,22.86612427,0.000901337,Inf,5,5,0,-261.0880072
bitcoin,1/10/2018,14861.86683,3801.579345,14973.3,1,12417.3505,111.433166,0.007442125,Inf,1,0,0,-71.42249067
ethereum,1/10/2018,1285.958747,350.2490074,1255.82,1,908.3440419,30.13874652,0.023999257,Inf,0,2,1,-63.71734437
dji,1/11/2018,25443.13322,244.0216188,25574.73047,1,17317.83724,131.5972539,0.005145597,Inf,4,5,0,-265.4521431
bitcoin,1/11/2018,15165.8512,3879.379999,13405.8,1,3097780.21,1760.051195,0.131290277,Inf,1,0,0,-71.42106565
ethereum,1/11/2018,1323.312379,313.9250591,1154.93,1,28352.62558,168.3823791,0.145794446,Inf,0,2,1,-72.62813263
dji,1/12/2018,25581.63641,250.8115086,25803.18945,1,49085.74843,221.5530375,0.008586266,Inf,4,5,0,-263.3876563
bitcoin,1/12/2018,13831.1021,3669.940773,13980.6,1,22349.62148,149.4978979,0.010693239,Inf,1,0,0,-69.21072647
ethereum,1/12/2018,1154.93,311.1961438,1273.2,1,13987.7929,118.27,0.092891926,Inf,0,0,1,-71.02587956
dji,1/13/2018,25989.87241,266.1839202,25792.85938,1,38814.13568,197.0130343,0.007638278,Inf,4,5,0,-258.9735182
bitcoin,1/13/2018,14303.7182,3797.718199,14360.2,1,3190.193457,56.48179758,0.003933218,Inf,1,0,0,-69.19315946
ethereum,1/13/2018,1273.2,354.786297,1396.42,1,15183.1684,123.22,0.088239928,Inf,0,0,1,-69.08919389
dji,1/14/2018,25809.35515,309.6710539,25792.85938,1,272.1105637,16.49577412,0.000639548,Inf,4,3,0,-256.377106
bitcoin,1/14/2018,14608.18859,3854.122901,13772,1,699211.3529,836.1885869,0.060716569,Inf,1,0,0,-69.52039634
ethereum,1/14/2018,1396.42,400.0833362,1366.77,1,879.1225,29.65,0.021693482,Inf,0,0,1,-67.48858765
dji,1/15/2018,25863.12631,276.8872252,25792.85938,1,4937.440753,70.26692503,0.002724278,Inf,5,5,0,-262.060591
bitcoin,1/15/2018,13772,3741.396507,13819.8,1,2284.84,47.8,0.003458805,Inf,0,0,1,-70.55354552
ethereum,1/15/2018,1366.77,391.8066392,1291.92,1,5602.5225,74.85,0.057937024,Inf,0,0,1,-67.45649306
dji,1/16/2018,25813.77236,297.7043411,25792.85938,1,437.3527095,20.91297945,0.000810805,Inf,5,5,0,-259.4087304
bitcoin,1/16/2018,13819.8,3749.894778,11490.5,1,5425638.49,2329.3,0.202715287,Inf,0,0,1,-70.62249075
ethereum,1/16/2018,1291.92,372.8166998,1053.69,1,56753.5329,238.23,0.226091165,Inf,0,0,1,-67.07403249
dji,1/17/2018,25829.10464,260.4790092,26115.65039,1,82108.46582,286.5457482,0.010972185,Inf,3,4,0,-263.0491269
bitcoin,1/17/2018,11490.5,3483.858259,11188.6,1,91143.61,301.9,0.026982822,Inf,0,0,1,-64.22838558
ethereum,1/17/2018,1053.69,333.8545882,1014.25,1,1555.5136,39.44,0.038885876,Inf,0,0,1,-61.69461602
dji,1/18/2018,26260.08378,311.3906124,26017.81055,1,58696.31783,242.2732297,0.009311822,Inf,5,5,1,-251.9067027
bitcoin,1/18/2018,11188.6,3346.828201,11474.9,1,81967.69,286.3,0.024950108,Inf,0,0,1,-65.00568388
ethereum,1/18/2018,1014.25,321.2543027,1036.28,1,485.3209,22.03,0.021258733,Inf,0,0,1,-61.71323286
dji,1/19/2018,26073.8381,290.9967067,26071.7207,1,4.483395051,2.117402902,8.12E-05,Inf,4,5,0,-256.4046798
bitcoin,1/19/2018,11474.9,3392.519149,11607.4,1,17556.25,132.5,0.011415132,Inf,0,0,1,-65.67976382
ethereum,1/19/2018,1036.28,328.5610884,1039.1,1,7.9524,2.82,0.002713887,Inf,0,0,1,-61.65560606
dji,1/20/2018,26076.94442,277.5627032,26214.59961,1,18948.95241,137.6551939,0.005251089,Inf,4,5,0,-258.5499464
bitcoin,1/20/2018,11607.4,3405.87365,12899.2,1,1668747.24,1291.8,0.100145745,Inf,0,0,1,-66.11466604
ethereum,1/20/2018,1039.1,329.4566179,1155.15,1,13467.6025,116.05,0.100463143,Inf,0,0,1,-61.6553572
dji,1/21/2018,26225.15286,271.2843004,26214.59961,1,111.3710837,10.55324991,0.000402571,Inf,3,5,0,-257.2849104
bitcoin,1/21/2018,13142.13881,3534.8228,11600.1,1,2377883.705,1542.038814,0.132933235,Inf,1,0,0,-68.42467266
ethereum,1/21/2018,1155.15,338.4970739,1049.58,1,11145.0249,105.57,0.10058309,Inf,0,0,1,-66.19118679
dji,1/22/2018,26171.55258,275.8865555,26214.59961,1,1853.046691,43.04702883,0.001642101,Inf,3,4,0,-255.8685121
bitcoin,1/22/2018,11600.1,3413.866215,10931.4,1,447159.69,668.7,0.061172402,Inf,0,0,1,-65.94345025
ethereum,1/22/2018,1049.58,312.4350181,1003.26,1,2145.5424,46.32,0.046169487,Inf,0,0,1,-65.2858827
dji,1/23/2018,26255.87365,293.3971001,26210.81055,1,2030.683286,45.06310338,0.001719256,Inf,5,4,0,-254.1330367
bitcoin,1/23/2018,10931.4,3223.093554,10868.4,1,3969,63,0.005796621,Inf,0,0,1,-65.83573176
ethereum,1/23/2018,1003.26,299.335948,986.23,1,290.0209,17.03,0.017267777,Inf,0,0,1,-65.15314358
dji,1/24/2018,26213.84085,308.904776,26252.11914,1,1465.227187,38.2782861,0.001458103,Inf,4,5,0,-253.098976
bitcoin,1/24/2018,10868.4,3204.3338,11359.4,1,241081,491,0.043224114,Inf,0,0,1,-65.83904515
ethereum,1/24/2018,986.23,285.8151652,1058.78,1,5263.5025,72.55,0.068522261,Inf,0,0,1,-66.82901607
dji,1/25/2018,26233.99399,306.3265211,26392.78906,1,25215.87431,158.7950702,0.006016608,Inf,4,5,0,-253.4084538
bitcoin,1/25/2018,11359.4,3167.757055,11259.4,1,10000,100,0.008881468,Inf,0,0,1,-69.04589924
ethereum,1/25/2018,1058.78,311.6428532,1056.03,1,7.5625,2.75,0.002604093,Inf,0,0,1,-65.93460865
dji,1/26/2018,26368.02078,293.4732892,26616.71094,1,61846.79684,248.6901623,0.009343384,Inf,5,5,0,-255.3754574
bitcoin,1/26/2018,11259.4,3137.815718,11171.4,1,7744,88,0.007877258,Inf,0,0,1,-69.08362346
ethereum,1/26/2018,1056.03,310.6422406,1055.17,1,0.7396,0.86,0.000815035,Inf,0,0,1,-65.97003823
dji,1/27/2018,26542.91481,337.8840647,26439.48047,1,10698.66233,103.4343382,0.003912117,Inf,5,4,1,-245.8307327
bitcoin,1/27/2018,11171.4,3042.632023,11440.7,1,72522.49,269.3,0.023538769,Inf,0,0,1,-70.40685639
ethereum,1/27/2018,1055.17,309.2448685,1107.07,1,2693.61,51.9,0.046880504,Inf,0,0,1,-66.1827621
dji,1/28/2018,26461.39887,293.0983875,26439.48047,1,480.4164069,21.91840338,0.000829003,Inf,5,5,1,-251.7081984
bitcoin,1/28/2018,11440.7,3122.234689,11786.3,1,119439.36,345.6,0.029322179,Inf,0,0,1,-70.29122963
ethereum,1/28/2018,1107.07,326.2888759,1246.01,1,19304.3236,138.94,0.111507933,Inf,0,0,1,-65.85826541
dji,1/29/2018,26474.96514,292.470162,26439.48047,1,1259.16203,35.48467317,0.001342109,Inf,5,5,1,-251.6985072
bitcoin,1/29/2018,11786.3,3045.403041,11296.4,1,240002.01,489.9,0.043367799,Inf,0,0,1,-73.44405486
ethereum,1/29/2018,1246.01,380.1278451,1182.36,1,4051.3225,63.65,0.053833012,Inf,0,0,1,-63.87230921
dji,1/30/2018,26461.55097,292.9532677,26076.89063,1,147963.5739,384.6603357,0.014751005,Inf,5,5,1,-251.7609611
bitcoin,1/30/2018,11296.4,2846.490293,10106.3,1,1416338.01,1190.1,0.11775823,Inf,0,0,1,-74.89162988
ethereum,1/30/2018,1182.36,360.584382,1071.13,1,12372.1129,111.23,0.103843604,Inf,0,0,1,-63.89231788
dji,1/31/2018,26215.41045,383.836728,26149.39063,1,4358.615995,66.01981517,0.002524717,Inf,4,5,0,-240.6374115
bitcoin,1/31/2018,10106.3,2663.235303,10221.1,1,13179.04,114.8,0.011231668,Inf,0,0,1,-72.3085937
ethereum,1/31/2018,1071.13,335.364533,1118.31,1,2225.9524,47.18,0.04218866,Inf,0,0,1,-62.37940236
dji,2/1/2018,26155.11384,377.1060184,26186.71094,1,998.3766854,31.59709932,0.001206608,Inf,5,5,0,-240.4607495
bitcoin,2/1/2018,10702.6184,1936.016212,9170.54,1,2347264.222,1532.078399,0.167065233,Inf,0,5,1,-75.09292058
ethereum,2/1/2018,1110.95687,314.7811602,1036.79,1,5500.724567,74.16686974,0.071535094,Inf,1,0,0,-65.31256999
