"currency","train_start","forecast_actual","volatility","actual_val","num_forecast_vals","mspe","mae","mape","pm","optimal_p","optimal_q","optimal_d","optimal_aic","up","lb"
"bitcoin_close",17348,2507.83770109766,368.839124997996,2434.55,1,5371.08713217974,73.2877010976586,0.0301031817369364,Inf,1,0,0,-104.21739557389,2699.02897751341,2330.18985251541
"bitcoin_close",17349,2478.94230000254,360.682056048908,2506.47,1,757.774267150152,27.5276999974599,0.0109826568829708,Inf,1,0,0,-104.948368804592,2665.83450279577,2305.15244674686
"bitcoin_close",17350,2506.86949817219,362.378919923366,2564.06,1,3270.75349931693,57.1905018278117,0.0223046659703017,Inf,1,0,0,-105.22834675644,2694.59836049245,2332.21944056909
"bitcoin_close",17351,2556.78631077309,370.223159225067,2601.64,1,2011.85343726405,44.853689226908,0.0172405441286681,Inf,1,0,0,-105.260587929671,2748.59018023773,2378.36702101266
"bitcoin_close",17352,2586.82689619884,357.405948375056,2601.99,1,229.919716884673,15.1631038011574,0.00582750271951751,Inf,1,0,0,-108.04080307654,2771.69509601922,2414.28914764416
"bitcoin_close",17353,2607.83433347057,353.347414834614,2608.56,1,0.526591911941396,0.72566652943442,0.000278186635321564,Inf,1,0,0,-109.436120485596,2790.48577214584,2437.13835731123
"bitcoin_close",17354,2610.30788031592,339.197712638975,2518.66,1,8399.33396640124,91.6478803159202,0.0363875554127672,Inf,1,0,0,-112.147057152054,2785.41058542085,2446.21287278188
"bitcoin_close",17355,2534.10644830355,333.208053632307,2571.34,1,1386.33737193197,37.2335516964467,0.0144802133115211,Inf,1,0,0,-110.97012669062,2706.18123436173,2372.97318072943
"bitcoin_close",17356,2573.18176314758,338.851769491177,2518.44,1,2996.66063250555,54.7417631475782,0.0217363777368443,Inf,1,0,0,-111.065593971993,2748.17936590991,2409.32759641873
"bitcoin_close",17357,2526.9072460489,334.507824521186,2372.56,1,23823.0723628801,154.347246048902,0.0650551497323151,Inf,1,0,0,-110.562794413671,2699.6903085598,2365.18248403861
"bitcoin_close",17358,2430.38036654875,331.927481375471,2337.79,1,8572.97597763127,92.5903665487467,0.0396059383215544,Inf,1,0,0,-107.479700156662,2602.00411172609,2270.07663035062
"bitcoin_close",17359,2418.99658157301,276.075835751417,2398.84,1,406.28778070928,20.1565815730069,0.00840263692993566,Inf,1,0,0,-118.645953768484,2560.96980475024,2284.89396899882
"bitcoin_close",17360,2443.1348475715,278.72092421778,2357.9,1,7264.9792405365,85.234847571498,0.0361486269865126,Inf,1,0,0,-118.644051613616,2586.4667576787,2307.74583346092
"bitcoin_close",17361,2414.81849963144,245.330144755599,2233.34,1,32934.4458284803,181.478499631445,0.0812587871221779,Inf,1,0,0,-124.722405828559,2540.59706193907,2295.26691718347
"bitcoin_close",17362,2273.84765129796,258.535397021331,1998.86,1,75618.2083663695,274.987651297962,0.137572241826822,Inf,1,0,0,-119.437719746785,2406.78680472943,2148.25140770809
"bitcoin_close",17363,1998.86,283.460847693159,1929.82,1,4766.52159999993,69.0399999999995,0.0357753572872079,Inf,0,0,1,-108.11105401597,2145.6088664283,1862.14801873514
"bitcoin_close",17364,1958.82176138943,234.723908596557,2228.41,1,72677.8183971483,269.588238610567,0.12097784456656,Inf,0,1,1,-109.983263655977,2079.69641131867,1844.97250272211
"bitcoin_close",17365,2556.64342240934,289.096582404742,2318.88,1,56531.4450358009,237.763422409337,0.102533732840568,Inf,0,3,0,-103.787338954875,2705.27471115403,2416.17812874929
"bitcoin_close",17366,2360.43012186867,304.71667260573,2273.43,1,7569.02120516292,87.0001218686671,0.038268221088253,Inf,0,3,0,-100.311071894049,2517.70047283743,2212.9838002317
"bitcoin_close",17367,2209.51238932975,315.086099260235,2817.6,1,369770.542250658,608.087610670254,0.215817579028341,Inf,2,0,1,-99.1862072862185,2372.66489979737,2057.57880053714
"bitcoin_close",17368,3135.0976667984,576.206552357346,2667.76,1,218404.494808571,467.337666798398,0.175179801330854,Inf,1,1,0,-81.1843712188673,3436.41089744278,2860.20434508543
"bitcoin_close",17369,2627.51547920051,571.738615827584,2810.12,1,33344.411016412,182.604520799492,0.0649810402400935,Inf,1,0,0,-80.8878951331586,2928.89009002001,2357.15147419243
"bitcoin_close",17370,2737.21936425591,608.759475552862,2730.4,1,46.5037288547324,6.81936425590629,0.00249756968059855,Inf,1,0,0,-79.4915423493069,3058.47067179193,2449.71119623907
"bitcoin_close",17371,2690.96803776646,588.566168588181,2754.86,1,4082.18283805253,63.8919622335434,0.0231924534217867,Inf,1,0,0,-80.633873607406,3001.29463099689,2412.72846240871
"bitcoin_close",17372,2695.42507244959,590.540351724329,2576.48,1,14147.930260039,118.945072449593,0.0461657270576885,Inf,1,0,0,-80.4221066661284,3006.81969559135,2416.27934386702
"bitcoin_close",17373,2547.08949470952,560.758362051062,2529.45,1,311.151773607329,17.6394947095241,0.00697364830675606,Inf,1,0,0,-80.4397896153646,2842.85403538258,2282.09567333152
"bitcoin_close",17374,2541.56747616901,558.318106281307,2671.78,1,16955.3013624353,130.212523830987,0.0487362446874319,Inf,1,0,0,-80.5708898354251,2836.01161300219,2277.69350672089
"bitcoin_close",17375,2655.43816589556,589.607093344788,2809.01,1,23584.3082302024,153.571834104443,0.0546711596272148,Inf,1,0,0,-79.4916921324098,2966.55596484766,2376.94887150287
"bitcoin_close",17376,2754.44138300631,620.470877316147,2726.45,1,783.517522605972,27.9913830063106,0.0102666041945792,Inf,1,0,0,-78.2789559063643,3082.09282312378,2461.62194580763
"bitcoin_close",17377,2692.51232032961,605.976161040599,2757.18,1,4181.90879395235,64.6676796703914,0.0234542828797508,Inf,1,0,0,-78.3993352213849,3012.49437725853,2406.51821621793
"bitcoin_close",17378,2729.34761938355,615.588224106494,2875.34,1,21313.7751980591,145.992380616452,0.0507739539033479,Inf,1,0,0,-78.168739870069,3054.4421861336,2438.8539620271
"bitcoin_close",17379,2836.55965957595,644.256509043154,2718.26,1,13994.8094557847,118.299659575946,0.0435203621345809,Inf,1,0,0,-77.378045613857,3176.92024601495,2532.6637369718
"bitcoin_close",17380,2703.43795342391,614.99973749716,2710.67,1,52.3024976787014,7.23204657608767,0.0026679922587728,Inf,1,0,0,-77.2442601043037,3028.3697548867,2413.37001738954
"bitcoin_close",17381,2696.39198077982,613.094540643176,2804.73,1,11737.1264085522,108.33801922018,0.0386268978547597,Inf,1,0,0,-77.2333333893272,3020.30867157914,2407.21413093596
"bitcoin_close",17382,2713.82157112781,621.397407085158,2895.89,1,33148.9127919872,182.068428872189,0.0628713206897322,Inf,1,0,0,-76.6227701540139,3042.24793507799,2420.85052799283
"bitcoin_close",17383,2824.36617382557,657.817038568059,3252.91,1,183649.810952217,428.543826174426,0.131741679350005,Inf,1,0,0,-75.9507124835025,3172.3615429698,2514.54450440174
"bitcoin_close",17384,3252.91,854.122976450642,3213.94,1,1518.66089999977,38.9699999999971,0.0121253041438226,Inf,0,0,1,-72.5168185344595,3707.8853150751,2853.76233862445
"bitcoin_close",17385,3213.96514042164,842.967603251865,3378.94,1,27216.7042929003,164.974859578362,0.0488244418599804,Inf,0,0,1,-72.5803776570164,3662.96810960562,2820.00050635375
"bitcoin_close",17386,3379.51601400757,893.519230782786,3419.94,1,1634.09864351626,40.423985992431,0.0118200863150906,Inf,0,0,1,-72.1180855368324,3855.67771984598,2962.1584890632
"bitcoin_close",17387,3414.00817679947,890.649251086205,3342.47,1,5117.71073979164,71.5381767994659,0.0214027879979374,Inf,0,0,1,-72.883146121502,3888.25446121631,2997.6052101301
"bitcoin_close",17388,3323.84377712169,867.729318845436,3381.28,1,3298.91969852708,57.4362228783116,0.0169865325788789,Inf,0,0,1,-72.8135289938268,3785.90523158269,2918.17591273726
"bitcoin_close",17389,3378.83725023287,880.146528610317,3650.62,1,73865.8630709797,271.782749767125,0.0744483813070451,Inf,0,0,1,-72.9340987160973,3847.44844786177,2967.30191925145
"bitcoin_close",17390,3650.62,972.017510013217,3884.71,1,54798.1280999994,234.089999999999,0.0602593243768515,Inf,0,0,1,-71.6926330792783,4168.83795201576,3196.82044200254
"bitcoin_close",17391,3884.71,1037.76613974365,4073.26,1,35551.1025000001,188.55,0.0462897040699587,Inf,0,0,1,-71.4934800676627,4438.09363123486,3400.32749149122
"bitcoin_close",17392,4067.29832293759,1044.70606010285,4325.13,1,66477.1736968166,257.831677062413,0.0596124687725949,Inf,0,0,1,-73.7556951710712,4623.05642529654,3578.35036519369
"bitcoin_close",17393,4330.39673340611,927.159538997845,4181.93,1,22042.37092828,148.466733406107,0.0355019652184773,Inf,0,3,1,-73.6854754608547,4818.71949990746,3891.55996090962
"bitcoin_close",17394,4181.44588003273,996.887033353088,4376.63,1,38096.8406873987,195.184119967273,0.0445968976055259,Inf,0,0,1,-78.08700243851,4709.49274305226,3712.60570969918
"bitcoin_close",17395,4365.09160440623,1042.84504111364,4331.69,1,1115.66717690998,33.4016044062255,0.00771098679873802,Inf,0,0,1,-77.9549972529901,4917.54651332608,3874.70147221244
"bitcoin_close",17396,4319.27218023169,1030.32715248605,4160.62,1,25170.5142922687,158.65218023169,0.0381318602111441,Inf,0,0,1,-78.0322423103738,4865.04928476582,3834.72213227978
"bitcoin_close",17397,4160.62,758.43208010175,4193.7,1,1094.28640000006,33.0800000000008,0.00788802250995561,Inf,0,0,1,-93.5974023602774,4557.08195334104,3798.64987323929
"bitcoin_close",17398,4193.7,744.452136398395,4087.66,1,11244.4815999994,106.039999999997,0.0259414921984698,Inf,0,0,1,-94.9857775925392,4582.41275477819,3837.9606183798
