"currency","train_start","forecast_actual","volatility","actual_val","num_forecast_vals","mspe","mae","mape","pm","optimal_p","optimal_q","optimal_d","optimal_aic","up","lb"
"bitcoin_close",17348,2509.96714686468,371.368599660701,2434.55,1,5687.74604120927,75.4171468646837,0.0309778590970338,Inf,1,0,0,-104.21739557389,2702.51042365049,2331.14182398979
"bitcoin_close",17349,2477.80694719001,362.011019112868,2506.47,1,821.570596388064,28.6630528099863,0.0114356257246192,Inf,1,0,0,-104.948368804592,2665.41494884636,2303.40392973349
"bitcoin_close",17350,2535.07438950856,368.936507722988,2564.06,1,840.165615561698,28.9856104914438,0.0113045757476205,Inf,1,0,0,-105.22834675644,2726.24532847384,2357.30882075085
"bitcoin_close",17351,2578.92251657233,375.321349217103,2601.64,1,516.084053286513,22.7174834276711,0.00873198575808765,Inf,1,0,0,-105.260587929671,2773.40193685392,2398.08058763682
"bitcoin_close",17352,2611.98940907744,360.096908594764,2601.99,1,99.9881818979046,9.99940907743576,0.00384298520649032,Inf,1,0,0,-108.04080307654,2798.23601805739,2438.13910946263
"bitcoin_close",17353,2560.81562207393,341.564709764285,2608.56,1,2279.52562354755,47.7443779260716,0.0183029632924187,Inf,1,0,0,-109.436120485596,2737.28644858567,2395.72173882139
"bitcoin_close",17354,2637.86728218549,337.719097440537,2518.66,1,14210.37612605,119.207282185486,0.0473296444083306,Inf,1,0,0,-112.147057152054,2812.12596465693,2474.40686721639
"bitcoin_close",17355,2545.75499067393,335.33601428686,2571.34,1,654.592702215072,25.5850093260697,0.0099500685736113,Inf,1,0,0,-110.97012669062,2718.93848146807,2383.60246718121
"bitcoin_close",17356,2584.93667118701,340.671639152473,2518.44,1,4421.80727895299,66.4966711870075,0.0264039132109589,Inf,1,0,0,-111.065593971993,2760.87859773646,2420.20695858398
"bitcoin_close",17357,2545.17522795715,337.718428860828,2372.56,1,29796.0169226972,172.615227957145,0.0727548420091147,Inf,1,0,0,-110.562794413671,2719.62975983523,2381.9113309744
"bitcoin_close",17358,2445.80641993663,342.654601058035,2337.79,1,11667.5469759274,108.016419936635,0.0462045008048775,Inf,1,0,0,-107.479700156662,2623.12706554039,2280.47246448235
"bitcoin_close",17359,2401.53922435767,280.252453706966,2398.84,1,7.28581213304212,2.69922435767057,0.00112522067235438,Inf,1,0,0,-118.645953768484,2545.75005563067,2265.49760192371
"bitcoin_close",17360,2442.14048880734,284.781321517839,2357.9,1,7096.45995449945,84.2404888073393,0.0357269132733955,Inf,1,0,0,-118.644051613616,2588.67871970527,2303.89739818743
"bitcoin_close",17361,2383.57464889812,247.679744961654,2233.34,1,22570.4497295402,150.234648898116,0.0672690449721565,Inf,1,0,0,-124.722405828559,2510.62943607579,2262.94969111414
"bitcoin_close",17362,2267.56298430946,252.71522575856,1998.86,1,72201.2937768074,268.702984309455,0.134428116180951,Inf,1,0,0,-119.437719746785,2397.4384423838,2144.72321662524
"bitcoin_close",17363,1998.86,279.039314811351,1929.82,1,4766.52159999993,69.0399999999995,0.0357753572872079,Inf,0,0,1,-108.11105401597,2143.24295027887,1864.20363546752
"bitcoin_close",17364,1939.96687587029,247.637295702266,2228.41,1,83199.4358577075,288.44312412971,0.129438983010178,Inf,0,1,1,-109.983263655977,2067.73287873418,1820.09558303191
"bitcoin_close",17365,2450.6477217061,301.042429211013,2318.88,1,17362.7324836169,131.767721706103,0.0568238639800691,Inf,0,3,0,-103.787338954875,2605.78716597404,2304.74473676303
"bitcoin_close",17366,2394.08818163084,304.028963130711,2273.43,1,14558.3967944609,120.65818163084,0.0530731896873184,Inf,0,3,0,-100.311071894049,2550.92394714134,2246.89498401063
"bitcoin_close",17367,2212.99779412209,316.730041161139,2817.6,1,365543.827352431,604.602205877907,0.214580567106015,Inf,2,0,1,-99.1862072862185,2377.02198291899,2060.29194175785
"bitcoin_close",17368,3062.27927439893,601.084559093239,2667.76,1,155645.45787226,394.519274398932,0.147884095420477,Inf,1,1,0,-81.1843712188673,3377.53431986917,2776.44976077593
"bitcoin_close",17369,2611.31726331809,567.358728775936,2810.12,1,39522.5281122182,198.802736681913,0.0707452837181022,Inf,1,0,0,-80.8878951331586,2910.36012753423,2343.00139875829
"bitcoin_close",17370,2732.63641098145,608.525706011379,2730.4,1,5.00153407794522,2.2364109814489,0.000819078150252307,Inf,1,0,0,-79.4915423493069,3053.78601863655,2445.26031262517
"bitcoin_close",17371,2665.5452752781,582.504897144681,2754.86,1,7977.12005214803,89.3147247218958,0.032420785347312,Inf,1,0,0,-80.633873607406,2972.66245141726,2390.15755427258
"bitcoin_close",17372,2687.18401903421,589.188177158504,2576.48,1,12255.3798303262,110.704019034208,0.0429671563661304,Inf,1,0,0,-80.4221066661284,2997.877948846,2408.68977168749
"bitcoin_close",17373,2549.50044060809,559.037626147118,2529.45,1,402.020168578525,20.0504406080895,0.00792679855624326,Inf,1,0,0,-80.4397896153646,2844.29624270033,2285.25861655321
"bitcoin_close",17374,2525.30036258018,553.508220008333,2671.78,1,21456.2841786415,146.479637419819,0.0548247375980876,Inf,1,0,0,-80.5708898354251,2817.17430332884,2263.66608332051
"bitcoin_close",17375,2632.38942017915,585.476299097745,2809.01,1,31194.8292162524,176.620579820848,0.0628764510702516,Inf,1,0,0,-79.4916921324098,2941.35470988229,2355.87841078455
"bitcoin_close",17376,2736.62356604634,615.886291243881,2726.45,1,103.501446099169,10.1735660463364,0.00373143319933849,Inf,1,0,0,-78.2789559063643,3061.83811877827,2445.95182753439
"bitcoin_close",17377,2673.16721862235,601.328008510458,2757.18,1,7058.14743480925,84.0127813776526,0.0304705464923047,Inf,1,0,0,-78.3993352213849,2990.68664768631,2389.35863917585
"bitcoin_close",17378,2699.01558330391,609.342032554123,2875.34,1,31090.299923216,176.324416696089,0.0613229797853781,Inf,1,0,0,-78.168739870069,3020.82814484615,2411.48611229202
"bitcoin_close",17379,2792.61253140404,637.675329047091,2718.26,1,5528.29892618812,74.3525314040357,0.0273529873536879,Inf,1,0,0,-77.378045613857,3129.59240424626,2491.91707519916
"bitcoin_close",17380,2689.67429888626,614.879604930422,2710.67,1,440.819465257536,20.9957011137408,0.0077455762279218,Inf,1,0,0,-77.2442601043037,3014.627839198,2399.74823426758
"bitcoin_close",17381,2686.75305623241,613.606866695154,2804.73,1,13918.5592607409,117.976943767589,0.0420635653940269,Inf,1,0,0,-77.2333333893272,3011.0168738674,2397.41000717225
"bitcoin_close",17382,2724.22741174506,627.095023101253,2895.89,1,29468.044206384,171.662588254937,0.0592780071946576,Inf,1,0,0,-76.6227701540139,3055.75958083024,2428.66455772899
"bitcoin_close",17383,2830.6661347151,659.840395070426,3252.91,1,178289.881770734,422.243865284901,0.129804963950709,Inf,1,0,0,-75.9507124835025,3179.74792969107,2519.90753462064
"bitcoin_close",17384,3252.91,841.969764274635,3213.94,1,1518.66089999977,38.9699999999971,0.0121253041438226,Inf,0,0,1,-72.5168185344595,3701.02325677383,2859.0534924992
"bitcoin_close",17385,3198.00470329975,826.820310033264,3378.94,1,32737.5815920077,180.935296700251,0.053547946012729,Inf,0,0,1,-72.5803776570164,3638.02517678252,2811.20486674925
"bitcoin_close",17386,3535.51839245169,923.472364723045,3419.94,1,13358.3648017177,115.578392451694,0.0337954444965975,Inf,0,0,1,-72.1180855368324,4027.27830179666,3103.80593707361
"bitcoin_close",17387,3434.33432616464,887.743317486977,3342.47,1,8439.05442168374,91.8643261646421,0.0274839643032375,Inf,0,0,1,-72.883146121502,3906.7713560071,3019.02803852013
"bitcoin_close",17388,3713.71679141219,962.457409836833,3381.28,1,110514.220284434,332.436791412193,0.0983168478836987,Inf,0,0,1,-72.8135289938268,4225.99484891918,3263.53743908234
"bitcoin_close",17389,3372.07988907428,875.46771103052,3650.62,1,77584.5933945111,278.540110925718,0.0762993987119223,Inf,0,0,1,-72.9340987160973,3838.10643900717,2962.63872797665
"bitcoin_close",17390,3650.62,970.262446623454,3884.71,1,54798.1280999994,234.089999999999,0.0602593243768515,Inf,0,0,1,-71.6926330792783,4167.84471858012,3197.58227195667
"bitcoin_close",17391,3884.71,1036.96170377418,4073.26,1,35551.1025000001,188.55,0.0462897040699587,Inf,0,0,1,-71.4934800676627,4437.63818196119,3400.67647818701
"bitcoin_close",17392,4029.69082331339,1034.17924878872,4325.13,1,87284.3071212623,295.439176686611,0.0683075830522113,Inf,0,0,1,-73.7556951710712,4579.82144069142,3545.6421919027
"bitcoin_close",17393,4413.76089338319,965.552938402275,4181.93,1,53745.5631268469,231.830893383188,0.0554363400112359,Inf,0,3,1,-73.6854754608547,4922.86186738585,3957.30892898357
"bitcoin_close",17394,4187.23368623268,995.830372960053,4376.63,1,35870.9636686508,189.396313767325,0.043274463175394,Inf,0,0,1,-78.08700243851,4714.64916860993,3718.81879564988
"bitcoin_close",17395,4307.06620049872,1025.9523704727,4331.69,1,606.331501879003,24.6237995012752,0.00568457103377094,Inf,0,0,1,-77.9549972529901,4850.48282178437,3824.53045131167
"bitcoin_close",17396,4351.28726273236,1034.58179171656,4160.62,1,36354.0050778524,190.667262732364,0.0458266466854373,Inf,0,0,1,-78.0322423103738,4899.21863530752,3864.63684359097
"bitcoin_close",17397,4160.62,757.489392241261,4193.7,1,1094.28640000006,33.0800000000008,0.00788802250995561,Inf,0,0,1,-93.5974023602774,4556.56785289013,3799.07846064887
"bitcoin_close",17398,4193.7,744.953596161429,4087.66,1,11244.4815999994,106.039999999997,0.0259414921984698,Inf,0,0,1,-94.9857775925392,4582.68565930226,3837.73206314083
"bitcoin_close",17399,4096.41935194408,714.992446764531,4001.74,1,8964.17968455024,94.6793519440762,0.0236595460834727,Inf,0,0,1,-95.9989663802185,4469.48540827983,3754.4929615153
"bitcoin_close",17400,4014.58411429456,698.914640652121,4100.52,1,7384.97645197937,85.9358857054453,0.0209573141224638,Inf,0,0,1,-96.1894800418825,4379.22232953884,3680.30768888672
"bitcoin_close",17401,4090.6882367328,714.246081365192,4151.52,1,3700.50342219668,60.8317632672001,0.014652889367557,Inf,0,0,1,-95.9294752981577,4463.3703683932,3749.12428702801
"bitcoin_close",17402,4151.7100129014,697.363648136706,4334.68,1,33478.0161788624,182.969987098601,0.0422107253819432,Inf,0,0,1,-98.1906448171106,4515.00814898115,3817.64450084444
"bitcoin_close",17403,4344.24002361022,740.220094469448,4371.6,1,748.568308049173,27.3599763897773,0.00625857269415713,Inf,0,0,1,-97.3739712164018,4730.08743591474,3989.8673414453
"bitcoin_close",17404,4371.6,723.056449840228,4352.4,1,368.640000000063,19.2000000000016,0.0044113592500693,Inf,0,0,1,-98.9615870182882,4748.05181626371,4024.99536642348
"bitcoin_close",17405,4352.4,701.734474404892,4382.88,1,929.03040000014,30.4800000000023,0.00695433139853299,Inf,0,0,1,-100.384836821057,4717.38685563336,4015.65238122847
"bitcoin_close",17406,4382.25479170362,700.437760245982,4382.66,1,0.164193763455098,0.405208296379897,9.24571598937396e-05,Inf,0,0,1,-100.882032897863,4746.44570814312,4046.00794789714
"bitcoin_close",17407,4376.83226178476,698.655280746474,4579.02,1,40879.881484595,202.187738215242,0.0441552424351153,Inf,0,0,1,-100.957014000152,4740.07819672788,4041.42291598141
"bitcoin_close",17408,4620.40915226847,662.788226743021,4565.3,1,3037.01866374962,55.1091522684719,0.01207131015891,Inf,0,2,1,-101.92843472707,4963.67247209992,4300.8842453569
"bitcoin_close",17409,4655.33091104631,649.542225376886,4703.39,1,2309.6760310584,48.059088953687,0.0102179680940103,Inf,0,2,1,-103.645521662995,4991.4168210083,4341.87459563142
"bitcoin_close",17410,4679.07121262407,646.85906801029,4892.01,1,45342.9271691302,212.938787375927,0.0435278724646775,Inf,0,2,1,-104.076787490849,5013.66557031228,4366.80650230199
