date,bitcoin_price_Open,bitcoin_price_High,bitcoin_price_Low,bitcoin_price_Close,bitcoin_price_Volume,bitcoin_price_Market.Cap,dash_price_Open,dash_price_High,dash_price_Low,dash_price_Close,dash_price_Volume,dash_price_Market.Cap,ethereum_price_Open,ethereum_price_High,ethereum_price_Low,ethereum_price_Close,ethereum_price_Volume,ethereum_price_Market.Cap,iota_price_Open,iota_price_High,iota_price_Low,iota_price_Close,iota_price_Volume,iota_price_Market.Cap,litecoin_price_Open,litecoin_price_High,litecoin_price_Low,litecoin_price_Close,litecoin_price_Volume,litecoin_price_Market.Cap,monero_price_Open,monero_price_High,monero_price_Low,monero_price_Close,monero_price_Volume,monero_price_Market.Cap,nem_price_Open,nem_price_High,nem_price_Low,nem_price_Close,nem_price_Volume,nem_price_Market.Cap,neo_price_Open,neo_price_High,neo_price_Low,neo_price_Close,neo_price_Volume,neo_price_Market.Cap,numeraire_price_Open,numeraire_price_High,numeraire_price_Low,numeraire_price_Close,numeraire_price_Volume,numeraire_price_Market.Cap,omisego_price_Open,omisego_price_High,omisego_price_Low,omisego_price_Close,omisego_price_Volume,omisego_price_Market.Cap,qtum_price_Open,qtum_price_High,qtum_price_Low,qtum_price_Close,qtum_price_Volume,qtum_price_Market.Cap,ripple_price_Open,ripple_price_High,ripple_price_Low,ripple_price_Close,ripple_price_Volume,ripple_price_Market.Cap,stratis_price_Open,stratis_price_High,stratis_price_Low,stratis_price_Close,stratis_price_Volume,stratis_price_Market.Cap,waves_price_Open,waves_price_High,waves_price_Low,waves_price_Close,waves_price_Volume,waves_price_Market.Cap,vix_Open,vix_High,vix_Low,vix_Close,gold_USD,gold_EURO,gold_JPY,gold_GBP,crude_oil_WTI,crude_oil_Brent,dji_Open,dji_High,dji_Low,dji_Close,dji_Volume,nasdaq_Open,nasdaq_High,nasdaq_Low,nasdaq_Close,nasdaq_Volume,usepunidexd
2/7/17,1040.14,1061.93,1040.14,1061.35,146007000,16796600000,17.11,17.51,17.04,17.14,1388260,121211000,11.43,11.61,11.41,11.52,7629640,1012620000,NA,NA,NA,NA,NA,NA,4.05,4.08,4.04,4.04,6570650,201352000,12.91,13.2,12.53,12.65,3523120,179398000,0.006044,0.007235,0.006044,0.006917,521704,54395600,0.126972,0.136817,0.126972,0.133135,5302,6348600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006437,0.006509,0.006378,0.006407,945440,237240000,0.095959,0.102484,0.093552,0.096076,89575,9428940,0.264975,0.272827,0.245773,0.255401,41996,26497500,11.39,11.67,11.06,11.29,1231.00,1151.81,138155.12,990.31,52.19,53.79,20107.61914,20155.34961,20068.67969,20090.28906,279670000,5674.86,5689.60,5664.82,5674.22,1919100000,121.82
2/6/17,1028.4,1044.64,1028.16,1038.15,111762000,16605400000,17.07,17.24,16.7,17.12,1025680,120894000,11.35,11.48,11.34,11.39,5695440,1005930000,NA,NA,NA,NA,NA,NA,4.06,4.08,4.04,4.04,4972300,201525000,12.83,12.92,12.59,12.88,2124790,178164000,0.00639,0.006461,0.005789,0.006039,345827,57508500,0.131717,0.138723,0.125146,0.126788,10498,6585850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006439,0.006494,0.006397,0.00645,386766,237318000,0.087317,0.096752,0.086319,0.095773,112679,8579590,0.224744,0.268761,0.224695,0.264725,99127,22474400,11.37,11.84,11.09,11.37,1226.75,1142.23,137831.49,985.66,53.01,55.02,20025.60938,20094.94922,20002.81055,20052.41992,281720000,5656.95,5668.20,5650.26,5663.55,1732280000,150.83
2/5/17,1043.52,1043.63,1022.37,1027.34,114208000,16847400000,17.54,17.67,16.84,17.06,1905980,124154000,11.44,11.49,11.32,11.35,5942960,1013400000,NA,NA,NA,NA,NA,NA,4.07,4.07,4.02,4.04,4635400,201824000,12.61,12.99,12.61,12.8,2054440,175095000,0.007187,0.007193,0.006171,0.006389,470994,64686200,0.135944,0.143104,0.128306,0.131582,2685,6797200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006494,0.006563,0.006403,0.006442,367001,239337000,0.08935,0.09102,0.084208,0.087231,84386,8779260,0.221326,0.229594,0.210982,0.224531,49044,22132600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211.26
2/4/17,1031.33,1045.9,1015.16,1042.9,155064000,16648800000,17.55,17.74,17.28,17.62,1598070,124173000,11.13,11.5,11.13,11.43,14139500,985277000,NA,NA,NA,NA,NA,NA,4.08,4.1,4.02,4.06,6926300,202727000,12.89,13.08,12.47,12.61,3475030,178965000,0.00695,0.007404,0.006823,0.007173,439713,62546400,0.134385,0.147454,0.13296,0.135867,10217,6719250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006487,0.006528,0.006429,0.006492,314187,239094000,0.096011,0.097377,0.087365,0.088284,110928,9433640,0.229471,0.27844,0.216717,0.220949,58343,22947100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.69
2/3/17,1011.46,1033.87,1008.79,1029.91,201278000,16326100000,16.31,17.61,16.31,17.52,1818910,115306000,10.81,11.11,10.76,11.11,12897800,956944000,NA,NA,NA,NA,NA,NA,4.08,4.11,4.04,4.08,8548470,202531000,13.13,13.15,12.15,12.86,5732620,182089000,0.006294,0.007194,0.006294,0.006938,570173,56648900,0.14565,0.14565,0.132985,0.134264,9702,7282500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006466,0.00651,0.006401,0.006474,548263,238302000,0.095478,0.096592,0.08799,0.095879,160805,9381150,0.211934,0.238302,0.208672,0.229165,115689,21193400,11.84,11.84,10.72,10.97,1215.20,1126.33,136570.24,971.58,53.81,55.92,19964.21094,20081.48047,19964.21094,20071.46094,344220000,5650.73,5666.84,5647.58,5666.77,1786860000,131.28
2/2/17,990,1013.52,983.22,1011.8,145821000,15977800000,15.98,16.41,15.85,16.31,1350760,112934000,10.74,10.89,10.55,10.82,10172500,949793000,NA,NA,NA,NA,NA,NA,4.08,4.09,4.02,4.09,5175450,202147000,13.29,13.42,13.05,13.14,2841870,184201000,0.005487,0.006426,0.005384,0.006294,293401,49383300,0.147206,0.147974,0.134287,0.145699,2973,7360300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00654,0.00663,0.006381,0.006469,670888,241026000,0.091754,0.097918,0.089708,0.09551,123522,9015170,0.230837,0.252398,0.20988,0.211941,32076,23083700,12.37,12.47,11.62,11.93,1221.95,1130.76,137377.71,975.06,53.55,55.94,19858.33984,19922.75,19831.08984,19884.91016,347220000,5627.15,5656.01,5616.40,5636.20,2073980000,113.53
2/1/17,970.94,989.11,970.74,989.02,150110000,15667900000,16.05,16.24,15.65,16.03,2139000,113338000,10.74,10.85,10.56,10.73,12852200,949969000,NA,NA,NA,NA,NA,NA,4.08,4.13,4.03,4.08,7753930,202128000,12.97,13.38,12.93,13.27,2715170,179699000,0.005244,0.005488,0.005224,0.005487,103152,47197000,0.147034,0.150287,0.140878,0.147218,4496,7351700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006311,0.006642,0.006249,0.00654,1836820,232609000,0.090561,0.10106,0.088551,0.090579,236785,8897770,0.225868,0.242263,0.225868,0.234411,24365,22586800,11.79,12.05,9.97,11.81,1203.65,1118.74,136602.22,951.77,53.9,55.79,19923.81055,19967.73047,19845.99023,19890.93945,426670000,5654.51,5662.11,5621.03,5642.65,2223560000,158.28
1/31/17,920.96,972.02,920.96,970.4,164582000,14859700000,15.93,16.22,15.78,16.07,1384500,112498000,10.56,10.75,10.54,10.73,11648700,933975000,NA,NA,NA,NA,NA,NA,4.02,4.1,4.02,4.08,15799800,199116000,12.7,13.26,12.7,12.99,8919760,175986000,0.00525,0.005364,0.005097,0.005237,175057,47246900,0.153713,0.153791,0.144326,0.147016,17416,7685650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00639,0.006411,0.006297,0.006314,661444,235508000,0.095331,0.102837,0.085576,0.090557,317006,9366320,0.23227,0.239479,0.215932,0.225899,33927,23227000,12.29,12.99,11.79,11.99,1212.80,1122.24,136530.93,963.99,52.75,55.25,19913.16016,19918.16992,19784.76953,19864.08984,373750000,5592.87,5615.15,5576.09,5614.79,2041480000,139.29
1/30/17,920.15,923.05,919.47,920.38,78227300,14844900000,15.5,16.03,15.5,15.96,2046270,109407000,10.49,10.71,10.47,10.57,8042180,927415000,NA,NA,NA,NA,NA,NA,3.86,4.02,3.86,4.02,10192700,191115000,12.65,12.91,12.64,12.71,2171460,175164000,0.005173,0.005264,0.005078,0.005252,99034,46560200,0.141147,0.15376,0.140489,0.15376,9285,7057350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006402,0.006468,0.006353,0.006381,391822,235961000,0.105612,0.10824,0.092744,0.095316,177443,10376300,0.239089,0.241631,0.23217,0.232355,35015,23908900,11.1,12.9,11.1,11.88,1192.80,1115.71,135782.36,953.21,52.63,54.77,20028.61914,20028.61914,19870.39063,19971.13086,317280000,5635.86,5636.09,5578.76,5613.71,1777090000,115.06
1/29/17,922.07,923.42,919.15,919.5,60851700,1.49E+10,15.26,15.65,15.17,15.51,1363910,107705000,10.56,10.57,10.45,10.48,4689950,933087000,NA,NA,NA,NA,NA,NA,3.85,3.86,3.84,3.85,2804420,190873000,12.85,13.26,12.55,12.66,3027920,177874000,0.004822,0.005563,0.004778,0.005164,286060,43394900,0.138097,0.14186,0.132053,0.141204,11695,6904850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006356,0.006493,0.006287,0.006402,325176,234254000,0.099559,0.108755,0.096696,0.105486,206905,9781460,0.244771,0.245076,0.235614,0.239095,53622,24477100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.22
1/28/17,919.81,923.91,919.81,921.59,68979600,14835800000,15.33,15.36,15.07,15.27,1333010,108155000,10.54,10.58,10.43,10.56,6580700,930688000,NA,NA,NA,NA,NA,NA,3.85,3.87,3.84,3.85,3305270,190872000,12.12,13.04,12.07,12.85,6585960,167743000,0.005,0.005171,0.004775,0.004815,223403,44998100,0.130334,0.137387,0.125774,0.134674,7066,6516700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006409,0.006419,0.006323,0.006342,241491,236216000,0.105297,0.125399,0.095795,0.098184,723195,10345100,0.236543,0.245049,0.236543,0.244768,18724,23654300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.15
1/27/17,918.36,923.22,915.85,919.75,125594000,14810400000,15.06,15.41,14.99,15.34,1303190,106228000,10.58,10.61,10.44,10.54,7189170,934404000,NA,NA,NA,NA,NA,NA,3.84,3.86,3.81,3.86,5049680,190149000,11.98,12.24,11.67,12.1,4346850,165604000,0.005198,0.006032,0.004955,0.004994,624751,46780000,0.129894,0.135296,0.128775,0.130343,9238,6494700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006685,0.006815,0.006331,0.006415,924745,246404000,0.085806,0.114132,0.084951,0.105177,700301,8430090,0.236286,0.242014,0.235795,0.236538,36451,23628600,10.57,10.82,10.3,10.58,1184.85,1106.77,136322.89,944.18,53.18,54.8,20103.35938,20115.9707,20072.64063,20093.7793,343130000,5664.88,5667.45,5643.90,5660.78,1663400000,135.05
1/26/17,902.39,919.33,902.22,917.59,131958000,14551200000,14.49,15.05,14.43,15.04,1348170,102158000,10.57,10.67,10.51,10.59,8465020,932575000,NA,NA,NA,NA,NA,NA,3.71,3.84,3.71,3.83,5817220,183873000,11.85,12.15,11.73,11.98,2172210,163778000,0.004549,0.005303,0.004326,0.005204,503776,40937400,0.124319,0.135711,0.120759,0.133612,7694,6215950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006511,0.007073,0.006425,0.00669,1446950,239951000,0.08117,0.091128,0.079183,0.085182,246990,7974480,0.234656,0.243566,0.231989,0.239054,40554,23465600,10.61,11.01,10.6,10.63,1189.70,1115.15,136512.12,945.03,53.24,55.89,20076.25,20125.58008,20067.5293,20100.91016,356730000,5666.28,5669.61,5647.65,5655.18,1827490000,89.25
1/25/17,891.92,903.25,891.69,901.54,120831000,14380700000,14.1,14.61,13.9,14.51,1656580,99366700,10.62,10.62,10.48,10.57,6751450,936769000,NA,NA,NA,NA,NA,NA,3.79,3.8,3.69,3.71,6863540,187625000,11.81,11.88,11.54,11.83,1897140,163221000,0.003903,0.004964,0.003838,0.004543,227633,35127500,0.120212,0.129256,0.115434,0.124216,6427,6010600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006527,0.006594,0.00649,0.006513,522497,240565000,0.075874,0.081221,0.074892,0.081218,85150,7454070,0.233714,0.239238,0.229818,0.234391,22286,23371400,10.79,11.05,10.51,10.81,1195.00,1112.46,135793.82,947.36,52.14,54.34,19994.48047,20082,19994.48047,20068.50977,372240000,5635.86,5658.59,5634.33,5656.34,1959950000,175.14
1/24/17,910.68,924.14,892.29,892.69,111349000,14681400000,15.11,15.11,13.91,14.09,2694720,106493000,10.73,10.77,10.57,10.63,8327330,946083000,NA,NA,NA,NA,NA,NA,3.84,3.84,3.78,3.79,2629220,189741000,12.25,12.25,11.79,11.81,3121430,169206000,0.003693,0.004033,0.003687,0.003902,69622,33236100,0.128569,0.128569,0.113295,0.120213,7139,6428450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006708,0.006718,0.006534,0.00654,509262,247242000,0.086112,0.087053,0.074899,0.075847,189394,8459760,0.241708,0.244825,0.233464,0.233617,22123,24170800,11.82,11.89,11.04,11.07,1216.80,1131.38,137869.49,972.39,52.38,54.7,19794.67969,19949.24023,19786.71094,19912.71094,374460000,5568.27,5606.53,5558.49,5600.96,1805370000,136.15
1/23/17,925.5,928.27,916.74,921.01,73588600,14918800000,15.13,15.32,14.99,15.19,1553800,106549000,10.71,10.84,10.67,10.82,7267210,944159000,NA,NA,NA,NA,NA,NA,3.86,3.86,3.82,3.84,2725110,190717000,12.19,12.29,12.05,12.25,2414740,168236000,0.003699,0.003762,0.00362,0.003689,67803,33289600,0.114416,0.130461,0.111428,0.129948,7175,5720800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006718,0.006735,0.006662,0.006697,309838,247604000,0.076673,0.094364,0.076673,0.087383,457257,7532420,0.249808,0.252383,0.236861,0.240485,37598,24980800,12.3,12.62,11.59,11.77,1212.85,1128.60,137070.23,970.98,52.77,54.8,19794.78906,19833.98047,19732.35938,19799.84961,326690000,5546.64,5564.14,5522.69,5552.94,1650290000,154.77
1/22/17,922.21,937.52,897.56,924.67,116573000,14863600000,15,15.52,14.96,15.11,1918440,105622000,10.91,10.97,10.58,10.7,8678620,961463000,NA,NA,NA,NA,NA,NA,3.9,3.92,3.82,3.84,2630830,192953000,12.01,12.19,11.81,12.18,2588540,165727000,0.003686,0.003751,0.003603,0.003696,47775,33176600,0.116306,0.119379,0.109804,0.114313,6468,5815300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006706,0.006759,0.006653,0.006713,362422,247165000,0.073346,0.077366,0.070477,0.076585,84029,7205440,0.241583,0.256182,0.237679,0.249543,21406,24158300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.71
1/21/17,895.55,927.37,895.53,921.79,111158000,1.44E+10,15.19,15.37,14.83,14.97,1958960,106916000,10.6,10.98,10.58,10.91,11937600,933405000,NA,NA,NA,NA,NA,NA,3.89,3.92,3.89,3.9,2717700,192408000,11.91,12.18,11.84,12.03,2878010,164256000,0.003545,0.00372,0.003545,0.003691,46416,31909200,0.117955,0.127853,0.114241,0.116309,15335,5897750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006694,0.006824,0.006678,0.006706,553724,246709000,0.067719,0.076926,0.067719,0.073326,56137,6652520,0.234779,0.249237,0.234673,0.248517,23460,23477900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.63
1/20/17,898.17,899.4,887.01,895.03,86728400,14472100000,15.14,15.48,14.83,15.16,2021010,106564000,10.39,10.76,10.35,10.6,10992800,914696000,NA,NA,NA,NA,NA,NA,3.86,3.91,3.84,3.89,3427180,190693000,12.17,12.17,11.75,11.91,3768400,167736000,0.003583,0.003688,0.003532,0.003545,61333,32249200,0.116596,0.124276,0.111754,0.117809,16255,5829800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007032,0.00716,0.00661,0.006675,620052,259186000,0.072514,0.073279,0.067651,0.067718,68864,7123570,0.235298,0.243083,0.234281,0.234781,7215,23529800,12.58,12.59,11.53,11.54,1200.55,1124.27,138129.25,974.39,52.33,55.04,19795.06055,19843.93945,19759.14063,19827.25,435260000,5556.87,5574.35,5542.23,5555.33,1740320000,141.55
1/19/17,888.34,904.61,884.34,899.07,105625000,14311700000,14.12,15.28,14.12,15.18,2170870,99371100,10.24,10.44,10.18,10.4,8347550,901484000,NA,NA,NA,NA,NA,NA,3.84,3.93,3.81,3.86,4090650,189782000,12.05,12.31,11.68,12.15,3546870,166091000,0.003551,0.003642,0.003496,0.003585,53326,31962200,0.123035,0.123948,0.116102,0.116619,14984,6151750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006713,0.00704,0.006671,0.007034,760684,246854000,0.059815,0.077696,0.059104,0.072556,307059,5875980,0.252644,0.257332,0.225879,0.235389,33177,25264400,12.58,13.28,12.17,12.78,1196.05,1127.13,137898.56,972.08,51.39,53.18,19813.55078,19824.14063,19677.93945,19732.40039,301750000,5560.61,5571.53,5528.37,5540.08,1805710000,95.56
1/18/17,909.37,917.5,858.3,886.62,225677000,14648900000,14.25,14.3,13.48,14.06,1510760,100228000,10.3,10.52,9.94,10.23,10788200,906079000,NA,NA,NA,NA,NA,NA,3.94,3.95,3.78,3.84,4321020,194678000,12.43,12.7,11.57,12.05,4232060,171153000,0.003528,0.00362,0.003456,0.003552,84317,31752200,0.116816,0.123035,0.115687,0.123035,7457,5840800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00679,0.007125,0.006659,0.006709,1342730,249667000,0.058965,0.060681,0.055384,0.059331,48399,5792340,0.245127,0.256496,0.225539,0.251703,34180,24512700,11.79,12.81,11.69,12.48,1214.75,1135.97,137600.80,984.16,51.12,53.77,19822.73047,19828.19922,19739,19804.7207,279760000,5546.94,5555.98,5534.77,5555.65,1683320000,135.59
1/17/17,830.95,910.56,830.8,907.94,155095000,13383900000,12.92,14.41,12.91,14.25,1810660,90828600,9.64,10.61,9.54,10.3,18391900,847981000,NA,NA,NA,NA,NA,NA,3.91,3.95,3.85,3.94,4816480,192814000,10.69,12.49,10.56,12.39,4403350,147101000,0.003669,0.003741,0.003512,0.003524,106348,33025300,0.119675,0.122525,0.114662,0.116638,7960,5983750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006772,0.006848,0.006612,0.0068,1842150,249018000,0.060448,0.062535,0.05774,0.058927,78962,5937980,0.236775,0.248973,0.229462,0.244976,36356,23677500,12.2,12.75,11.79,11.87,1216.05,1137.19,137431.87,981.79,52.45,54.68,19848.82031,19882.99023,19775.34961,19826.76953,341900000,5555.16,5557.05,5527.22,5538.73,1757030000,160.96
1/16/17,821.78,834.53,820.27,831.53,82755200,13234600000,12.37,13.08,12.04,12.94,3715630,86960200,9.88,9.93,9.58,9.64,14937400,869126000,NA,NA,NA,NA,NA,NA,3.92,3.96,3.87,3.9,8159260,193560000,10.77,10.96,10.29,10.64,3507560,148169000,0.003667,0.003777,0.00362,0.003669,27101,33006100,0.12373,0.123958,0.118628,0.119649,5112,6186500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006747,0.006836,0.006717,0.006788,699284,248106000,0.051045,0.060532,0.051031,0.060429,73450,5014180,0.237278,0.268876,0.226471,0.235443,57903,23727800,NA,NA,NA,NA,1203.00,1134.26,137280.33,997.14,0,54.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.17
1/15/17,818.14,823.31,812.87,821.8,71013600,13174300000,12.08,12.55,12.02,12.39,4362180,84869100,9.83,10,9.6,9.9,14837900,864037000,NA,NA,NA,NA,NA,NA,3.89,3.95,3.88,3.93,9341360,191859000,11.07,11.15,9.92,10.76,7417420,152277000,0.003719,0.00374,0.003541,0.003667,72802,33470900,0.122904,0.132022,0.117124,0.123732,6954,6145200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006867,0.006925,0.006726,0.006726,780822,252519000,0.049431,0.051648,0.049244,0.051008,34667,4855600,0.232277,0.266309,0.219905,0.237287,42740,23227700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.29
1/14/17,825.14,835.09,812.46,818.41,93063300,13285200000,12.59,12.66,12,12.08,7960870,88482900,9.79,9.89,9.44,9.65,20085800,859971000,NA,NA,NA,NA,NA,NA,3.89,3.95,3.87,3.9,3999180,191987000,11.28,11.72,10.96,11.09,3439220,155007000,0.003601,0.003736,0.003526,0.00372,66880,32410500,0.121337,0.12394,0.116299,0.122939,9262,6066850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00661,0.006872,0.006585,0.006863,1307810,243056000,0.050261,0.051908,0.049187,0.04945,32396,4937040,0.218795,0.232582,0.211031,0.23236,33042,21879500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.90
1/13/17,803.74,829,780,823.98,168968000,12939100000,12.21,12.66,11.5,12.59,8400930,85789600,9.83,9.85,9.51,9.77,25066600,863241000,NA,NA,NA,NA,NA,NA,3.95,3.96,3.8,3.89,7720620,194684000,11.84,11.97,11.07,11.27,6063910,162603000,0.003487,0.00368,0.003375,0.003592,84278,31385200,0.124106,0.124342,0.113803,0.121321,50365,6205300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006434,0.006664,0.006396,0.006596,2059340,236592000,0.049823,0.052415,0.04792,0.050191,49029,4893950,0.205282,0.219983,0.193755,0.21854,14030,20528200,11.45,11.62,10.94,11.23,1190.35,1120.33,136908.09,977.50,52.36,54.37,19912.53906,19952.0293,19849.38086,19885.73047,263780000,5557.57,5584.26,5557.20,5574.12,1605110000,135.56
1/12/17,775.18,826.25,755.76,804.83,222326000,12477600000,11.29,12.53,11.05,12.22,8272830,79295200,9.72,10.08,9.18,9.86,30453800,853638000,NA,NA,NA,NA,NA,NA,3.84,4.02,3.78,3.96,13690900,189108000,11.61,12.19,11.1,11.85,2923060,158831000,0.003294,0.003592,0.003231,0.003489,104014,29643500,0.115137,0.124128,0.109263,0.124122,59945,5756850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006417,0.006851,0.006351,0.006423,5013190,233170000,0.048437,0.051301,0.046537,0.049916,30535,4757810,0.201159,0.213527,0.190886,0.205409,13289,20115900,11.48,12.6,11.32,11.54,1205.05,1131.13,137405.80,986.21,53.01,54.51,19926.21094,19929.28906,19770.4707,19891,306290000,5542.56,5550.67,5496.82,5547.49,1801750000,113.32
1/11/17,908.12,919.45,762.76,777.76,310929000,14615700000,12.47,12.8,10.83,11.3,3100210,87501500,10.54,10.66,9.46,9.72,26823500,925320000,NA,NA,NA,NA,NA,NA,4.6,4.64,3.8,3.85,21863300,226517000,13.38,13.6,11.18,11.64,4338380,183143000,0.003601,0.003628,0.003199,0.003297,115847,32406900,0.13397,0.13495,0.112802,0.115138,120522,6698500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006708,0.006721,0.006312,0.006411,3436270,243761000,0.056425,0.058835,0.047551,0.048447,40830,5542380,0.224888,0.227626,0.188188,0.201445,29956,22488800,11.56,12.23,11.21,11.26,1178.55,1125.81,137495.51,976.75,52.19,53.61,19887.38086,19973.41992,19833.16016,19954.2793,336150000,5550.72,5564.08,5524.03,5563.65,1954720000,124.56
1/10/17,902.44,914.87,901.06,907.68,115808000,14522600000,12.02,12.65,11.98,12.49,1391630,84366800,10.37,10.69,10.29,10.55,10879700,909897000,NA,NA,NA,NA,NA,NA,4.3,4.68,4.29,4.59,15157900,211857000,13.7,14.03,13.34,13.39,3943650,187430000,0.003606,0.003668,0.003493,0.003601,75660,32458000,0.123761,0.13955,0.123113,0.133864,126915,6188050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006157,0.006815,0.006148,0.006698,2510530,223720000,0.054647,0.058804,0.054299,0.05642,41411,5367670,0.218333,0.226693,0.213599,0.224858,14961,21833300,11.59,11.79,11.31,11.49,1189.50,1123.02,137309.93,976.52,50.82,53.2,19876.34961,19957.11914,19836.0293,19855.5293,299410000,5536.54,5564.25,5528.11,5551.82,1796500000,121.90
1/9/17,913.24,913.69,879.81,902.83,141877000,14694900000,12.57,12.6,12.03,12.09,2365630,88154300,10.31,10.78,10.14,10.33,25718300,904682000,NA,NA,NA,NA,NA,NA,4,4.36,3.93,4.3,11165200,196828000,13.51,13.74,12.66,13.74,4649000,184874000,0.003424,0.003661,0.003359,0.003608,99833,30815200,0.13263,0.13367,0.117667,0.123767,90000,6631500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006239,0.006294,0.006127,0.006167,702255,226700000,0.059551,0.059969,0.05328,0.054677,106851,5849220,0.21377,0.218672,0.204933,0.218432,29743,21377000,11.71,12.08,11.46,11.56,1178.50,1116.48,137254.00,970.44,51.95,54.39,19931.41016,19943.7793,19887.38086,19887.38086,287060000,5527.58,5541.08,5517.14,5531.82,1885500000,121.76
