"currency","train_start","num_forecast_vals","mspe","mae","mape","pm","optimal_p","forecast","actual"
"bitcoin_close",17336,1,40669.592099877,201.667032754184,0.0887060664960803,Inf,2,2071.76296724582,2273.43
"bitcoin_close",17337,1,860300.766937383,927.523998038532,0.329189380337355,Inf,2,1890.07600196147,2817.6
"bitcoin_close",17338,1,290988.569675597,539.433563727358,0.202204682477943,Inf,2,2128.32643627264,2667.76
"bitcoin_close",17339,1,41968.2319893396,204.861494647822,0.0729013332696902,Inf,2,3014.98149464782,2810.12
"bitcoin_close",17340,1,33501.4941471422,183.034133830666,0.0670356481946477,Inf,2,2913.43413383067,2730.4
"bitcoin_close",17341,1,440245.995686359,663.510358386634,0.240850844829368,Inf,2,2091.34964161337,2754.86
"bitcoin_close",17342,1,272449.642664368,521.967089637238,0.20258922624559,Inf,2,3098.44708963724,2576.48
"bitcoin_close",17343,1,68684.3790501155,262.07704792697,0.103610289955117,Inf,2,2267.37295207303,2529.45
"bitcoin_close",17344,1,46940.1832020308,216.656832807163,0.0810908206540818,Inf,2,2455.12316719284,2671.78
"bitcoin_close",17345,1,2413363.45697382,1553.50038846916,0.553041957297823,Inf,2,4362.51038846916,2809.01
"bitcoin_close",17346,1,6746.13907610738,82.1348834302903,0.0301252116966349,Inf,2,2644.31511656971,2726.45
"bitcoin_close",17347,1,5991.27925739785,77.403354303272,0.0280733772562081,Inf,2,2679.77664569673,2757.18
"bitcoin_close",17348,1,7304.60725518192,85.466995121988,0.0297241352751285,Inf,2,2960.80699512199,2875.34
"bitcoin_close",17349,1,12769.7339412669,113.003247481066,0.0415719053663246,Inf,2,2831.26324748107,2718.26
"bitcoin_close",17350,1,58788.7519466737,242.463918855309,0.0894479663165596,Inf,2,2953.13391885531,2710.67
"bitcoin_close",17351,1,690.984162608323,26.286577613077,0.00937223105720588,Inf,2,2831.01657761308,2804.73
"bitcoin_close",17352,1,968.064686183169,31.1137379011775,0.0107441021244514,Inf,2,2927.00373790118,2895.89
"bitcoin_close",17353,1,89519.2583790973,299.197691132631,0.091978471932095,Inf,2,2953.71230886737,3252.91
"bitcoin_close",17354,1,1853.56859851957,43.0530904642114,0.0133957355968722,Inf,2,3170.88690953579,3213.94
"bitcoin_close",17355,1,355058.21103729,595.867612005628,0.17634749714574,Inf,2,3974.80761200563,3378.94
"bitcoin_close",17356,1,144836.32188421,380.573674712545,0.111280804549947,Inf,2,3800.51367471254,3419.94
"bitcoin_close",17357,1,495860.967791619,704.173961313267,0.210674728961896,Inf,2,4046.64396131327,3342.47
"bitcoin_close",17358,1,567285.085543406,753.183301423635,0.222750940893282,Inf,2,4134.46330142364,3381.28
"bitcoin_close",17359,1,946050.613910165,972.651332138174,0.266434559646902,Inf,2,2677.96866786183,3650.62
"bitcoin_close",17360,1,16133.8482993645,127.019086358564,0.0326971862400448,Inf,2,3757.69091364144,3884.71
"bitcoin_close",17361,1,451019.407757014,671.579785101528,0.16487525596243,Inf,2,4744.83978510153,4073.26
"bitcoin_close",17362,1,9399.80509684706,96.9525920068518,0.0224161104999969,Inf,2,4422.08259200685,4325.13
"bitcoin_close",17363,1,17202.083889118,131.156714998196,0.0313627236702183,Inf,2,4050.7732850018,4181.93
"bitcoin_close",17364,1,961423.269832722,980.521937456129,0.224035830640499,Inf,2,3396.10806254387,4376.63
"bitcoin_close",17365,1,1518.52925718701,38.968310935772,0.00899609873646822,Inf,2,4292.72168906423,4331.69
"bitcoin_close",17366,1,180022.201566758,424.290232702519,0.101977645808202,Inf,2,4584.91023270252,4160.62
"bitcoin_close",17367,1,306967.835129302,554.046780632558,0.132114071257495,Inf,2,3639.65321936744,4193.7
"bitcoin_close",17368,1,231140.639949342,480.770880929099,0.117615183486175,Inf,2,3606.8891190709,4087.66
"bitcoin_close",17369,1,2976.18280561199,54.5544022569397,0.0136326703526315,Inf,2,4056.29440225694,4001.74
"bitcoin_close",17370,1,44012.4181874974,209.791368238775,0.0511621375432324,Inf,2,3890.72863176123,4100.52
"bitcoin_close",17371,1,987.955380946803,31.4317575223977,0.00757114442960594,Inf,2,4120.0882424776,4151.52
"bitcoin_close",17372,1,4951524.57002163,2225.20214138438,0.513348653507152,Inf,2,2109.47785861562,4334.68
"bitcoin_close",17373,1,39680.1152286198,199.198682798406,0.045566539207248,Inf,2,4570.79868279841,4371.6
"bitcoin_close",17374,1,35296.681058617,187.874109601661,0.0431656349604037,Inf,2,4540.27410960166,4352.4
"bitcoin_close",17375,1,1924.93596795456,43.8740922180114,0.0100103338941544,Inf,2,4426.75409221801,4382.88
"bitcoin_close",17376,1,823526.745763008,907.483744076448,0.20706231924823,Inf,2,5290.14374407645,4382.66
"bitcoin_close",17377,1,953388.137001882,976.415965151063,0.213236885873192,Inf,2,3602.60403484894,4579.02
"bitcoin_close",17378,1,2504358.52589092,1582.51651678297,0.346640202567843,Inf,2,2982.78348321703,4565.3
"bitcoin_close",17379,1,735823.004124854,857.801261438134,0.182379360724527,Inf,2,3845.58873856187,4703.39
"bitcoin_close",17380,1,170967.400525968,413.482043776956,0.0845219130330796,Inf,2,4478.52795622304,4892.01
"bitcoin_close",17381,1,385070.916548195,620.540825851285,0.135525659915498,Inf,2,5199.31082585129,4578.77
"bitcoin_close",17382,1,725.889536005283,26.9423372409537,0.00587880698084944,Inf,2,4556.01766275905,4582.96
"bitcoin_close",17383,1,284242.571618721,533.144043968158,0.125851045831905,Inf,2,4769.45404396816,4236.31
"bitcoin_close",17384,1,636410.016772709,797.753105147644,0.182279821033477,Inf,2,3578.77689485236,4376.53
"bitcoin_close",17385,1,437393.78678476,661.357533248666,0.143863447821389,Inf,2,3935.76246675133,4597.12
"bitcoin_close",17386,1,4517.37043022986,67.2113861650678,0.0146115520763732,Inf,2,4667.09138616507,4599.88
"bitcoin_close",17387,1,214222.858871068,462.842153299662,0.109451292533175,Inf,2,4691.59215329966,4228.75
"bitcoin_close",17388,1,351631.61656398,592.985342621535,0.140316356753462,Inf,2,3633.07465737846,4226.06
"bitcoin_close",17389,1,152335.024115224,390.301196661276,0.094665747418414,Inf,2,4513.24119666128,4122.94
"bitcoin_close",17390,1,3085.20387393333,55.5446115652394,0.0133479950989096,Inf,2,4216.81461156524,4161.27
"bitcoin_close",17391,1,85293.6064230132,292.050691529764,0.0707005869380978,Inf,2,3838.75930847024,4130.81
"bitcoin_close",17392,1,6105.80735277153,78.1396656812117,0.0201256546998812,Inf,2,3960.72966568121,3882.59
"bitcoin_close",17393,1,478901.936916141,692.027410523702,0.219346553994105,Inf,2,3846.9774105237,3154.95
"bitcoin_close",17394,1,1151269.7957106,1072.97241143964,0.294973611537432,Inf,2,2564.54758856036,3637.52
"bitcoin_close",17395,1,1558889.84664091,1248.55510356608,0.344425193533335,Inf,2,2376.48489643392,3625.04
"bitcoin_close",17396,1,443619.836829076,666.047923823111,0.185897357383756,Inf,2,2916.83207617689,3582.88
"bitcoin_close",17397,1,685912.77202573,828.198510035927,0.203728847298024,Inf,2,3237.00148996407,4065.2
"bitcoin_close",17398,1,865163.447589057,930.141627704651,0.236980569967325,Inf,2,4855.11162770465,3924.97
"bitcoin_close",17399,1,108607.687722491,329.556805001036,0.0843730219283492,Inf,2,3576.39319499896,3905.95
"bitcoin_close",17400,1,54101.4897043817,232.597269339908,0.0640580300244305,Inf,2,3398.44273066009,3631.04
"bitcoin_close",17401,1,520446.216819232,721.419584443915,0.198699860755203,Inf,2,4352.11958444392,3630.7
"bitcoin_close",17402,1,568427.647385044,753.941408456283,0.198803240284855,Inf,2,3038.45859154372,3792.4
"bitcoin_close",17403,1,120487.389108335,347.112934227947,0.0942514293936057,Inf,2,4029.95293422795,3682.84
"bitcoin_close",17404,1,2954.23144779247,54.3528421316905,0.0138440838119775,Inf,2,3871.71715786831,3926.07
"bitcoin_close",17405,1,944.352673849047,30.7303217335752,0.00789505613153371,Inf,2,3861.61967826642,3892.35
"bitcoin_close",17406,1,1656.03797742394,40.694446518216,0.00968760852869089,Inf,2,4241.36444651822,4200.67
"bitcoin_close",17407,1,1897543.50471987,1377.51352251797,0.329964697721283,Inf,2,5552.24352251797,4174.73
"bitcoin_close",17408,1,47114.9080890708,217.05968784892,0.0521393317549118,Inf,2,3946.01031215108,4163.07
"bitcoin_close",17409,1,76330.4369080471,276.279635348042,0.0636778294350261,Inf,2,4062.43036465196,4338.71
"bitcoin_close",17410,1,1561070.11662468,1249.42791573771,0.283719728171443,Inf,2,3154.31208426229,4403.74
"bitcoin_close",17411,1,1018.91276009127,31.9204129060272,0.00723930513231682,Inf,2,4441.24041290603,4409.32
"bitcoin_close",17412,1,1309653.21732315,1144.40081148309,0.265062214876059,Inf,2,5461.88081148309,4317.48
"bitcoin_close",17413,1,1632.19554839856,40.4004399530322,0.00955237670783102,Inf,2,4269.76043995303,4229.36
"bitcoin_close",17414,1,338556.489006614,581.856072415348,0.134427208239364,Inf,2,3746.55392758465,4328.41
"bitcoin_close",17415,1,281309.18593133,530.385883985736,0.121347275215746,Inf,2,3840.42411601426,4370.81
"bitcoin_close",17416,1,200047.680711873,447.266900979575,0.101034112205086,Inf,2,3979.62309902043,4426.89
"bitcoin_close",17417,1,485094.963966096,696.487590676314,0.151066177637971,Inf,2,5306.96759067631,4610.48
"bitcoin_close",17418,1,16985.7562503122,130.329414371094,0.0273111626462365,Inf,2,4902.34941437109,4772.02
"bitcoin_close",17419,1,3560663.49262129,1886.97204341275,0.394599746844463,Inf,2,2895.01795658725,4781.99
"bitcoin_close",17420,1,3903215.07193195,1975.65560559829,0.409336743464863,Inf,2,6802.13560559829,4826.48
"bitcoin_close",17421,1,750533.904007342,866.333598567747,0.159050470554451,Inf,2,4580.57640143225,5446.91
"bitcoin_close",17422,1,2323424.62218992,1524.2783939261,0.269917073019437,Inf,2,4122.9316060739,5647.21
"bitcoin_close",17423,1,3104247.40257126,1761.88745457003,0.302117781087801,Inf,2,4069.90254542997,5831.79
"bitcoin_close",17424,1,847163.002518706,920.41458186988,0.162096474734005,Inf,2,6598.60458186988,5678.19
"bitcoin_close",17425,1,29823.7292607539,172.695481298018,0.0301620411692101,Inf,2,5898.28548129802,5725.59
"bitcoin_close",17426,1,67507.4105078102,259.821882272857,0.0463511584624515,Inf,2,5345.68811772714,5605.51
"bitcoin_close",17427,1,345541.62136648,587.827884134872,0.105144067035531,Inf,2,6178.51788413487,5590.69
"bitcoin_close",17428,1,629812.868979964,793.607503102109,0.139021585822964,Inf,2,4914.91249689789,5708.52
"bitcoin_close",17429,1,1342972.2074288,1158.86677725647,0.19277658090086,Inf,2,7170.31677725647,6011.45
"bitcoin_close",17430,1,95264.9851842784,308.650263541566,0.0511722036510323,Inf,2,5722.94973645843,6031.6
"bitcoin_close",17431,1,154803.136473029,393.450297335036,0.0654831548618499,Inf,2,6401.87029733504,6008.42
"bitcoin_close",17432,1,45461.4988680567,213.217022932168,0.0359537129416571,Inf,2,5717.10297706783,5930.32
"bitcoin_close",17433,1,362768.233112978,602.302443223484,0.108981667563562,Inf,2,6128.94244322348,5526.64
"bitcoin_close",17434,1,42591.0057256853,206.37588455458,0.0358864652838874,Inf,2,5957.17588455458,5750.8
"bitcoin_close",17435,1,12629.8999011296,112.382827429859,0.0190323561270789,Inf,2,5792.44717257014,5904.83
"bitcoin_close",17436,1,18720.1764518246,136.82169583741,0.0236678883629555,Inf,2,5644.07830416259,5780.9
"bitcoin_close",17437,1,655550.320555642,809.660620603251,0.140734912995147,Inf,2,6562.75062060325,5753.09
"bitcoin_close",17438,1,263.107786101465,16.2205975876805,0.00263584546059466,Inf,2,6137.62940241232,6153.85
"bitcoin_close",17439,1,9750.90698080799,98.7466808597028,0.0161073644301068,Inf,2,6229.2766808597,6130.53
"bitcoin_close",17440,1,824173.720186367,907.840140215428,0.140350030952852,Inf,2,5560.55985978457,6468.4
"bitcoin_close",17441,1,4639.68040437915,68.1151995106757,0.0100653286920025,Inf,2,6835.42519951068,6767.31
"bitcoin_close",17442,1,12096.049298049,109.9820407978,0.015537478392004,Inf,2,7188.4820407978,7078.5
"bitcoin_close",17443,1,50371.0901866586,224.435046698724,0.0311379744468079,Inf,2,7432.19504669872,7207.76
"bitcoin_close",17444,1,27287.9484486785,165.190642739468,0.0223837075778925,Inf,2,7214.75935726053,7379.95
"bitcoin_close",17445,1,832171.449946822,912.23431745732,0.123151589753682,Inf,2,8319.64431745732,7407.41
"bitcoin_close",17446,1,182535.15567298,427.241331887471,0.0608366698972299,Inf,2,7450.00133188747,7022.76
"bitcoin_close",17447,1,108895.76695479,329.993586232808,0.0461892545235288,Inf,2,6814.38641376719,7144.38
"bitcoin_close",17448,1,11166.1698028515,105.670098906226,0.0141654812607797,Inf,2,7565.36009890623,7459.69
"bitcoin_close",17449,1,1570085.71522784,1253.0306122469,0.175406534573267,Inf,2,8396.6106122469,7143.58
"bitcoin_close",17450,1,406.139213177635,20.1528959005309,0.00304509966554514,Inf,2,6638.29289590053,6618.14
"bitcoin_close",17451,1,663.175349489687,25.7521911590002,0.00405061519425572,Inf,2,6331.847808841,6357.6
"bitcoin_close",17452,1,1605217.57701398,1266.97181381986,0.212933934192347,Inf,2,7217.04181381986,5950.07
"bitcoin_close",17453,1,1074685.66130449,1036.67046900377,0.158041321658203,Inf,2,5522.81953099623,6559.49
"bitcoin_close",17454,1,67883.9682019831,260.545520402833,0.0392639144637506,Inf,2,6375.20447959717,6635.75
"bitcoin_close",17455,1,338384.856205601,581.708566384922,0.0795168321661726,Inf,2,6733.83143361508,7315.54
"bitcoin_close",17456,1,15738.9911749942,125.455136104482,0.0159375097475234,Inf,2,7997.14513610448,7871.69
"bitcoin_close",17457,1,1890327.2994861,1374.89174100585,0.17834914054965,Inf,2,9083.88174100585,7708.99
"bitcoin_close",17458,1,76.5818126874585,8.75110351255535,0.00112335494342925,Inf,2,7781.39889648744,7790.15
"bitcoin_close",17459,1,3302251.30529834,1817.20975820029,0.226119830697268,Inf,2,6219.28024179971,8036.49
"bitcoin_close",17460,1,36625.2646107124,191.377283423902,0.0233368716861003,Inf,2,8009.2627165761,8200.64
"bitcoin_close",17461,1,2907803.51496172,1705.22828822469,0.211271633948689,Inf,2,9776.48828822469,8071.26
"bitcoin_close",17462,1,11214814.2550804,3348.85267742259,0.405746942518381,Inf,2,11602.4026774226,8253.55
"bitcoin_close",17463,1,39157.1748555009,197.881719356541,0.0246159200171843,Inf,2,8236.65171935654,8038.77
"bitcoin_close",17464,1,746911.768907712,864.240573513945,0.104709599405108,Inf,2,7389.44942648606,8253.69
"bitcoin_close",17465,1,922418.174055933,960.426037785281,0.109252050727942,Inf,2,7830.49396221472,8790.92
"bitcoin_close",17466,1,2924355.94344287,1710.07483562646,0.183276959624723,Inf,2,11040.6248356265,9330.55
"bitcoin_close",17467,1,1420987.34937301,1192.05173938593,0.12141059744111,Inf,2,8626.29826061407,9818.35
"bitcoin_close",17468,1,119336.227002437,345.450759157418,0.0343431382627568,Inf,2,9713.34924084258,10058.8
"bitcoin_close",17469,1,670005.096560143,818.538390400929,0.08277587956254,Inf,2,10707.1483904009,9888.61
"bitcoin_close",17470,1,28353996.0916089,5324.84704865867,0.520329800721024,Inf,2,15558.4470486587,10233.6
"bitcoin_close",17471,1,4864041.54620643,2205.45721930996,0.200941836374318,Inf,2,8770.14278069004,10975.6
"bitcoin_close",17472,1,698784.836303908,835.93351189189,0.0754820500868555,Inf,2,11910.5335118919,11074.6
"bitcoin_close",17473,1,1312644.70739148,1145.70707748162,0.101182269807265,Inf,2,12468.9070774816,11323.2
"bitcoin_close",17474,1,51518.8999818444,226.977752173741,0.0194710352549276,Inf,2,11430.2222478263,11657.2
"bitcoin_close",17475,1,5192.83750514404,72.0613454297381,0.00604708899525356,Inf,2,11988.7613454297,11916.7
"bitcoin_close",17476,1,8950874.90379424,2991.80128079962,0.20934130642687,Inf,2,11299.6987192004,14291.5
"bitcoin_close",17477,1,328318.701720849,572.991013647552,0.0320112076541815,Inf,2,18472.6910136476,17899.7
"bitcoin_close",17478,1,1177224.01553406,1084.99954632897,0.0654821264698159,Inf,2,15484.400453671,16569.4
"bitcoin_close",17479,1,24618072.9642077,4961.66030318558,0.326893854553609,Inf,2,10216.5396968144,15178.2
"bitcoin_close",17480,1,233043860.599103,15265.7741565603,0.987730770899508,Inf,2,30721.1741565603,15455.4
"bitcoin_close",17481,1,15036737.6597712,3877.72325724403,0.22895253278329,Inf,2,13059.076742756,16936.8
"bitcoin_close",17482,1,1835531.91028696,1354.8180358583,0.077794253124149,Inf,2,16060.5819641417,17415.4
"bitcoin_close",17483,1,96183634.4429296,9807.3255499616,0.597708801084921,Inf,2,26215.5255499616,16408.2
"bitcoin_close",17484,1,6384474.12037145,2526.75169345376,0.152544777436233,Inf,2,14037.2483065462,16564
"bitcoin_close",17485,1,9307719.00078129,3050.85545393112,0.17229754807059,Inf,2,14656.0445460689,17706.9
"bitcoin_close",17486,1,2482180.16459659,1575.49362569215,0.0808053189498162,Inf,2,21072.8936256921,19497.4
"bitcoin_close",17487,1,2128.5927638165,46.1366748240107,0.00241038383056145,Inf,2,19186.936674824,19140.8
"bitcoin_close",17488,1,4720670.3789269,2172.71037621835,0.113669961401385,Inf,2,16941.4896237816,19114.2
"bitcoin_close",17489,1,186986.214621406,432.419026664422,0.0243250449557242,Inf,2,17344.2809733356,17776.7
"bitcoin_close",17490,1,2481293.04458409,1575.21206336927,0.0947518775410701,Inf,2,15049.3879366307,16624.6
"bitcoin_close",17491,1,2706382.97252709,1645.10880264106,0.104101703019133,Inf,2,17448.0088026411,15802.9
"bitcoin_close",17492,1,4815488.37441822,2194.42210488735,0.158650508602449,Inf,2,16026.2221048873,13831.8
"bitcoin_close",17493,1,3440712.10917068,1854.91566093197,0.126191606409326,Inf,2,16554.115660932,14699.2
"bitcoin_close",17494,1,1609444.13784507,1268.63869476107,0.0910998789844079,Inf,2,15194.4386947611,13925.8
"bitcoin_close",17495,1,4604.74075568343,67.8582401457879,0.00483782528522863,Inf,2,13958.7417598542,14026.6
"bitcoin_close",17496,1,17209771.9346747,4148.46621472017,0.257671909882121,Inf,2,11951.3337852798,16099.8
"bitcoin_close",17497,1,563892.898338577,750.928024739107,0.047411562000133,Inf,2,15087.5719752609,15838.5
"bitcoin_close",17498,1,5488066.44028217,2342.66225484643,0.160384914582305,Inf,2,16949.1622548464,14606.5
"bitcoin_close",17499,1,5582538.12891209,2362.73953894882,0.161210923632921,Inf,2,12293.4604610512,14656.2
"bitcoin_close",17500,1,439199.726998601,662.721455061326,0.0511667095212648,Inf,2,13614.9214550613,12952.2
"bitcoin_close",17501,1,4479318.85074838,2116.44013634886,0.149504120846321,Inf,2,16272.8401363489,14156.4
"bitcoin_close",17502,1,66672.3893561788,258.20997144994,0.0189065087609422,Inf,2,13398.9900285501,13657.2
"bitcoin_close",17503,1,2923565.4493264,1709.84369148949,0.11412576951759,Inf,2,13272.2563085105,14982.1
"bitcoin_close",17504,1,200057.688925338,447.278089028892,0.0294242542614889,Inf,2,15648.2780890289,15201
"bitcoin_close",17505,1,31663525.3486716,5627.03521836069,0.360725884555663,Inf,2,9972.16478163931,15599.2
"bitcoin_close",17506,1,28312606.736961,5320.95919331853,0.305284672154596,Inf,2,12108.5408066815,17429.5
"bitcoin_close",17507,1,471676.89836705,686.787374932774,0.0391845367109473,Inf,2,18213.7873749328,17527
"bitcoin_close",17508,1,370144.98073145,608.395414785031,0.0369225745730586,Inf,2,17085.995414785,16477.6
"bitcoin_close",17509,1,1548299.41361054,1244.3068004357,0.0820236386336084,Inf,2,16414.4068004357,15170.1
"bitcoin_close",17510,1,15706670.1169156,3963.16415467686,0.271535151806519,Inf,2,18558.5641546769,14595.4
"bitcoin_close",17511,1,3503875.91813041,1871.86428945327,0.125013476618599,Inf,2,13101.4357105467,14973.3
"bitcoin_close",17512,1,3254836.35556962,1804.11650277071,0.134577310027802,Inf,2,15209.9165027707,13405.8
"bitcoin_close",17513,1,8987512.02499699,2997.91794834298,0.214434140762412,Inf,2,10982.682051657,13980.6
"bitcoin_close",17514,1,305109.855168919,552.367500101987,0.038465167623152,Inf,2,13807.832499898,14360.2
"bitcoin_close",17515,1,70781.1488774083,266.047268126189,0.0193179834538331,Inf,2,14038.0472681262,13772
"bitcoin_close",17516,1,144113.399660675,379.622706987708,0.0274694790798498,Inf,2,13440.1772930123,13819.8
"bitcoin_close",17517,1,25547042.0571248,5054.40818069977,0.439877131604349,Inf,2,16544.9081806998,11490.5
"bitcoin_close",17518,1,906674.551759141,952.194597631777,0.0851039985013117,Inf,2,10236.4054023682,11188.6
"bitcoin_close",17519,1,10918579.5794807,3304.32740198072,0.287961324454307,Inf,2,8170.57259801928,11474.9
"bitcoin_close",17520,1,593313.716526879,770.268600247264,0.0663601323506783,Inf,2,10837.1313997527,11607.4
"bitcoin_close",17521,1,1342997.31918755,1158.87761182428,0.0898410453225225,Inf,2,11740.3223881757,12899.2
"bitcoin_close",17522,1,1979819.1367148,1407.0604595094,0.121297269808829,Inf,2,13007.1604595094,11600.1
"bitcoin_close",17523,1,774308.694381149,879.948120278206,0.0804972940591513,Inf,2,11811.3481202782,10931.4
"bitcoin_close",17524,1,2812865.08606238,1677.15982722649,0.154315246699283,Inf,2,12545.5598272265,10868.4
"bitcoin_close",17525,1,7190.85072020973,84.7988839561567,0.0074650847717447,Inf,2,11444.1988839562,11359.4
"bitcoin_close",17526,1,1085048.46246652,1041.65659526857,0.0925143964392929,Inf,2,12301.0565952686,11259.4
"bitcoin_close",17527,1,218472.149373187,467.410044150944,0.0418398807804701,Inf,2,10703.9899558491,11171.4
"bitcoin_close",17528,1,25217151.8246798,5021.66823124346,0.438930155606165,Inf,2,6419.03176875655,11440.7
"bitcoin_close",17529,1,1708937.11596612,1307.26321602274,0.110913791098372,Inf,2,10479.0367839773,11786.3
"bitcoin_close",17530,1,2528207.52904016,1590.03381380402,0.14075579952941,Inf,2,12886.433813804,11296.4
"bitcoin_close",17531,1,43436.5313388445,208.414326136291,0.0206222184317002,Inf,2,9897.88567386371,10106.3
"bitcoin_close",17532,1,1182376.33178276,1087.37129435293,0.106384958013612,Inf,2,9133.72870564707,10221.1
"bitcoin_close",17533,1,173740.033736762,416.821345106944,0.045452213839855,Inf,2,9587.36134510695,9170.54
"bitcoin_close",17534,1,2737562.29940055,1654.55803748329,0.187363251986897,Inf,2,10485.3080374833,8830.75
"bitcoin_close",17535,1,4130126.18212711,2032.27118813585,0.221503119718433,Inf,2,11207.1811881359,9174.91
"bitcoin_close",17536,1,7281183.99658666,2698.36691289132,0.326007448691173,Inf,2,10975.3769128913,8277.01
"bitcoin_close",17537,1,1878073.71728598,1370.42829702469,0.197034521596528,Inf,2,8325.69829702469,6955.27
"bitcoin_close",17538,1,18056582.6723841,4249.30378678485,0.548014416660414,Inf,2,3504.69621321515,7754
"bitcoin_close",17539,1,7862.66791455538,88.6716860928864,0.0116347192858025,Inf,2,7532.62831390711,7621.3
"bitcoin_close",17540,1,1361722.73678505,1166.92876251511,0.141179124843491,Inf,2,7098.66123748489,8265.59
"bitcoin_close",17541,1,1049721.96779723,1024.55940179046,0.11726699635234,Inf,2,9761.53940179046,8736.98
"bitcoin_close",17542,1,2599219.04437758,1612.20936741404,0.186990033219364,Inf,2,7009.69063258596,8621.9
"bitcoin_close",17543,1,54473.1516397656,233.39484064513,0.0287079584113016,Inf,2,8363.36484064513,8129.97
"bitcoin_close",17544,1,1198600.88041489,1094.80632096042,0.122645800230147,Inf,2,7831.76367903958,8926.57
"bitcoin_close",17545,1,2801097.90859693,1673.64808385662,0.194648493001138,Inf,2,10271.9580838566,8598.31
"bitcoin_close",17546,1,32812.9750324812,181.143520536842,0.0190785233902576,Inf,2,9313.48647946316,9494.63
"bitcoin_close",17547,1,12238774.7668665,3498.39602773421,0.344113553247385,Inf,2,6668.00397226578,10166.4
"bitcoin_close",17548,1,870288.00343483,932.892278580346,0.0911570641280788,Inf,2,9301.00772141965,10233.9
"bitcoin_close",17549,1,29091.9159387851,170.563524643416,0.0153485223792072,Inf,2,10942.1364753566,11112.7
"bitcoin_close",17550,1,471034.634654182,686.319630095324,0.0650428960078209,Inf,2,11238.1196300953,10551.8
"bitcoin_close",17551,1,22199.0900129529,148.993590509635,0.0132730163567687,Inf,2,11374.2935905096,11225.3
