currency,train_start,forecast_actual,volatility,actual_val,num_forecast_vals,mspe,mae,mape,pm,optimal_p,optimal_q,optimal_d,optimal_aic,risk_adj_return,buy_sell,profits
ethereum,17542,1323.312379,313.9250591,1154.93,1,28352.62558,168.3823791,0.145794446,Inf,0,2,1,-72.62813263,0,0,-100.89
ethereum,17543,1154.93,311.1961438,1273.2,1,13987.7929,118.27,0.092891926,Inf,0,0,1,-71.02587956,0,0,0
ethereum,17544,1273.2,354.786297,1396.42,1,15183.1684,123.22,0.088239928,Inf,0,0,1,-69.08919389,0,0,0
ethereum,17545,1396.42,400.0833362,1366.77,1,879.1225,29.65,0.021693482,Inf,0,0,1,-67.48858765,0,0,0
ethereum,17546,1366.77,391.8066392,1291.92,1,5602.5225,74.85,0.057937024,Inf,0,0,1,-67.45649306,0,0,0
ethereum,17547,1291.92,372.8166998,1053.69,1,56753.5329,238.23,0.226091165,Inf,0,0,1,-67.07403249,0,0,0
ethereum,17548,1053.69,333.8545882,1014.25,1,1555.5136,39.44,0.038885876,Inf,0,0,1,-61.69461602,0,0,0
ethereum,17549,1014.25,321.2543027,1036.28,1,485.3209,22.03,0.021258733,Inf,0,0,1,-61.71323286,0,0,0
ethereum,17550,1036.28,328.5610884,1039.1,1,7.9524,2.82,0.002713887,Inf,0,0,1,-61.65560606,0,0,0
ethereum,17551,1039.1,329.4566179,1155.15,1,13467.6025,116.05,0.100463143,Inf,0,0,1,-61.6553572,0,0,0
ethereum,17552,1155.15,338.4970739,1049.58,1,11145.0249,105.57,0.10058309,Inf,0,0,1,-66.19118679,0,0,0
ethereum,17553,1049.58,312.4350181,1003.26,1,2145.5424,46.32,0.046169487,Inf,0,0,1,-65.2858827,0,0,0
ethereum,17554,1003.26,299.335948,986.23,1,290.0209,17.03,0.017267777,Inf,0,0,1,-65.15314358,0,0,0
ethereum,17555,986.23,285.8151652,1058.78,1,5263.5025,72.55,0.068522261,Inf,0,0,1,-66.82901607,0,0,0
ethereum,17556,1058.78,311.6428532,1056.03,1,7.5625,2.75,0.002604093,Inf,0,0,1,-65.93460865,0,0,0
ethereum,17557,1056.03,310.6422406,1055.17,1,0.7396,0.86,0.000815035,Inf,0,0,1,-65.97003823,0,0,0
ethereum,17558,1055.17,309.2448685,1107.07,1,2693.61,51.9,0.046880504,Inf,0,0,1,-66.1827621,0,0,0
ethereum,17559,1107.07,326.2888759,1246.01,1,19304.3236,138.94,0.111507933,Inf,0,0,1,-65.85826541,0,0,0
ethereum,17560,1246.01,380.1278451,1182.36,1,4051.3225,63.65,0.053833012,Inf,0,0,1,-63.87230921,0,0,0
ethereum,17561,1182.36,360.584382,1071.13,1,12372.1129,111.23,0.103843604,Inf,0,0,1,-63.89231788,0,0,0
ethereum,17562,1071.13,335.364533,1118.31,1,2225.9524,47.18,0.04218866,Inf,0,0,1,-62.37940236,-0.023359499,0,0
ethereum,17563,1110.95687,314.7811602,1036.79,1,5500.724567,74.16686974,0.071535094,Inf,1,0,0,-65.31256999,0.0529683,0,0
ethereum,17564,1052.191056,290.7598683,915.78,1,18607.97618,136.4110559,0.148956142,Inf,1,0,0,-66.97580617,0.113827897,1,0
ethereum,17565,945.7776316,263.5349719,964.02,1,332.7840047,18.2423684,0.018923226,Inf,1,1,0,-63.78870808,0.256220588,1,48.24
ethereum,17566,1037.492448,286.7546612,834.68,1,41132.88899,202.8124478,0.242982278,Inf,1,1,0,-64.30276142,0,0,-129.34
ethereum,17567,834.68,274.2508348,697.95,1,18695.0929,136.73,0.195902285,Inf,0,0,1,-59.60468478,0,0,0
ethereum,17568,697.95,241.4300759,793.12,1,9057.3289,95.17,0.119994452,Inf,0,0,1,-56.64899129,0,0,0
ethereum,17569,793.12,284.2906035,757.07,1,1299.6025,36.05,0.04761779,Inf,0,0,1,-54.60563089,0,0,0
ethereum,17570,757.07,263.7606768,817.81,1,3689.3476,60.74,0.07427153,Inf,0,0,1,-56.23813536,0,0,0
ethereum,17571,817.81,287.9359013,883.87,1,4363.9236,66.06,0.074739498,Inf,0,0,1,-55.63399479,0,0,0
ethereum,17572,883.87,310.5287089,860.41,1,550.3716,23.46,0.027266071,Inf,0,0,1,-55.75694923,0,0,0
ethereum,17573,860.41,296.4173879,814.66,1,2093.0625,45.75,0.056158397,Inf,0,0,1,-56.88292288,0,0,0
ethereum,17574,814.66,277.0897888,868.71,1,2921.4025,54.05,0.062218692,Inf,0,0,1,-57.61758101,0,0,0
ethereum,17575,868.71,297.9917591,845.26,1,549.9025,23.45,0.027742943,Inf,0,0,1,-57.13009428,0,0,0
ethereum,17576,845.26,288.3305659,923.56,1,6130.89,78.3,0.084780631,Inf,0,0,1,-57.45139891,0,0,0
ethereum,17577,923.56,289.3927352,936.98,1,180.0964,13.42,0.014322611,Inf,0,0,1,-62.33335834,0.017896452,0,0
ethereum,17578,941.9562052,278.0553972,944.21,1,5.07959119,2.253794842,0.002386964,Inf,1,0,0,-62.69678875,0.014113166,0,0
ethereum,17579,948.1589318,279.8048236,974.12,1,673.9770609,25.96106818,0.026650791,Inf,1,0,0,-62.7095016,-0.003516434,0,0
ethereum,17580,973.1081807,287.7401188,923.92,1,2419.477123,49.18818072,0.053238571,Inf,1,0,0,-62.60067987,0,0,0
ethereum,17581,923.92,282.1954063,943.87,1,398.0025,19.95,0.021136385,Inf,0,0,1,-63.80506127,0,0,0
