currency,train_start,forecast_actual,volatility,actual_val,num_forecast_vals,mspe,mae,mape,pm,optimal_p,optimal_q,optimal_d,optimal_aic,risk_adj_return,buy_sell,profits
ethereum,17510,473.5,89.6539947,441.72,1,1009.9684,31.78,0.071946029,Inf,0,0,1,-91.40164103,-0.064012181,0,0
ethereum,17511,437.4831346,66.18842428,515.14,1,6030.58874,77.65686537,0.15074905,Inf,1,3,1,-91.08131738,0,0,0
ethereum,17512,515.14,114.5442866,651.43,1,18574.9641,136.29,0.209216646,Inf,0,0,1,-82.1126472,0.364908422,1,0
ethereum,17513,708.6581216,156.8287223,702.77,1,34.66997625,5.888121623,0.008378448,Inf,0,3,1,-71.49082766,-0.50570363,-1,51.34
ethereum,17514,633.7753759,136.4329223,695.82,1,3849.535378,62.04462408,0.089167635,Inf,0,3,1,-73.09770498,0.356303797,1,6.95
ethereum,17515,752.1644747,158.1360493,684.45,1,4585.250089,67.71447474,0.098932683,Inf,0,4,1,-72.10218831,-0.016668033,0,-11.37
ethereum,17516,681.5172027,175.9534158,696.21,1,215.8782918,14.69279728,0.021103973,Inf,0,1,1,-71.0090225,0.03360798,0,0
ethereum,17517,702.3099169,181.502037,719.98,1,312.2318372,17.67008311,0.024542464,Inf,0,1,1,-70.94853557,0.039931674,0,0
ethereum,17518,727.4419524,186.8680097,794.64,1,4515.577608,67.19804765,0.084564139,Inf,0,1,1,-71.2850804,0.139296703,1,0
ethereum,17519,825.0804556,218.5296205,826.82,1,3.026014586,1.739544361,0.002103897,Inf,0,1,1,-69.51517661,0.000773498,0,32.18
ethereum,17520,826.9876247,216.7099675,819.09,1,62.3724757,7.897624687,0.00964195,Inf,0,1,1,-70.10891089,-0.015849442,0,0
ethereum,17521,815.7253345,212.2892103,821.06,1,28.45865608,5.334665508,0.006497291,Inf,0,1,1,-70.48340346,0.011888062,0,0
ethereum,17522,823.576289,211.6651992,674.86,1,22116.53463,148.716289,0.220366134,Inf,0,1,1,-71.17393344,-0.346879931,-1,0
ethereum,17523,612.1107334,180.896215,719.39,1,11508.84105,107.2792666,0.149125324,Inf,0,1,1,-63.12661779,0,0,-44.53
ethereum,17524,719.39,217.03792,694.15,1,637.0576,25.24,0.036361017,Inf,0,0,1,-64.51340872,0,0,0
ethereum,17525,694.15,210.0035247,765.83,1,5138.0224,71.68,0.093597796,Inf,0,0,1,-64.35407815,0,0,0
ethereum,17526,765.83,238.0995035,773.84,1,64.1601,8.01,0.010350977,Inf,0,0,1,-62.7833287,0,0,0
ethereum,17527,773.84,240.4210233,762.84,1,121,11,0.0144198,Inf,0,0,1,-62.82371913,0,0,0
ethereum,17528,762.84,236.9770349,737.02,1,666.6724,25.82,0.035032971,Inf,0,0,1,-62.83014018,0,0,0
ethereum,17529,737.02,223.1419785,753.59,1,274.5649,16.57,0.021988084,Inf,0,0,1,-64.31050315,0,0,0
ethereum,17530,753.59,227.1436033,717.26,1,1319.8689,36.33,0.050651089,Inf,0,0,1,-64.56720434,0,0,0
ethereum,17531,717.26,216.5971386,756.73,1,1557.8809,39.47,0.05215863,Inf,0,0,1,-64.45974067,0,0,0
ethereum,17532,756.73,230.4128214,772.64,1,253.1281,15.91,0.020591737,Inf,0,0,1,-63.98396405,0,0,0
ethereum,17533,772.64,235.5343345,884.44,1,12499.24,111.8,0.12640767,Inf,0,0,1,-63.91619322,0,0,0
ethereum,17534,884.44,283.4593421,962.72,1,6127.7584,78.28,0.081311285,Inf,0,0,1,-61.03533994,0,0,0
ethereum,17535,962.72,314.1424268,980.92,1,331.24,18.2,0.018554011,Inf,0,0,1,-60.00200256,0,0,0
ethereum,17536,980.92,315.4229212,997.72,1,282.24,16.8,0.016838392,Inf,0,0,1,-60.84501177,0,0,0
ethereum,17537,997.72,320.9140998,1041.68,1,1932.4816,43.96,0.04220106,Inf,0,0,1,-60.82906034,0,0,0
ethereum,17538,1041.68,334.617137,1153.17,1,12430.0201,111.49,0.096681322,Inf,0,0,1,-60.90404627,0.265311558,1,0
ethereum,17539,1245.035858,346.2565235,1148.53,1,9313.380586,96.50585778,0.084025544,Inf,0,2,1,-60.72523413,-0.11638493,-1,-4.64
ethereum,17540,1116.842797,272.2620755,1299.74,1,33451.38672,182.8972026,0.1407183,Inf,0,2,1,-68.31820778,-0.039347017,0,-151.21
ethereum,17541,1285.958747,350.2490074,1255.82,1,908.3440419,30.13874652,0.023999257,Inf,0,2,1,-63.71734437,0.214995194,1,0
