currency,train_start,forecast_actual,volatility,actual_val,num_forecast_vals,mspe,mae,mape,pm,optimal_p,optimal_q,optimal_d,optimal_aic,risk_adj_return,buy_sell,profits
dji,17534,24778.41159,222.1266972,24922.67969,1,20813.28342,144.2680957,0.005788627,Inf,4,5,0,-272.428465,0.013655628,0,-98.66992
dji,17535,24925.99658,242.8956458,25075.13086,1,22241.03269,149.1342774,0.005947497,Inf,2,3,0,-272.8744709,-0.18877414,-1,0
dji,17536,25030.61915,235.7934592,25295.86914,1,70357.55583,265.2499874,0.010485901,Inf,5,4,0,-269.5215194,0.102230114,1,-220.73828
dji,17537,25324.91581,284.1302631,25283,1,1756.935057,41.91580916,0.001657865,Inf,5,5,0,-260.0219495,0.437770521,1,-12.86914
dji,17538,25401.78184,271.3335678,25283,1,14109.12491,118.7818375,0.004698091,Inf,5,5,0,-262.0701056,0.165047989,1,0
dji,17539,25329.47966,281.6130018,25283,1,2160.358756,46.4796596,0.001838376,Inf,4,3,0,-261.9037486,0.074467527,0,0
dji,17540,25303.95953,281.4586203,25385.80078,1,6697.99064,81.84125268,0.003223899,Inf,5,5,0,-261.6967732,-0.140226316,-1,0
dji,17541,25346.26474,281.944541,25369.13086,1,522.859639,22.86612427,0.000901337,Inf,5,5,0,-261.0880072,0.303261475,1,16.66992
dji,17542,25443.13322,244.0216188,25574.73047,1,17317.83724,131.5972539,0.005145597,Inf,4,5,0,-265.4521431,0.027534392,0,205.59961
dji,17543,25581.63641,250.8115086,25803.18945,1,49085.74843,221.5530375,0.008586266,Inf,4,5,0,-263.3876563,0.701330735,1,0
dji,17544,25989.87241,266.1839202,25792.85938,1,38814.13568,197.0130343,0.007638278,Inf,4,5,0,-258.9735182,0.053268699,0,-10.33007
dji,17545,25809.35515,309.6710539,25792.85938,1,272.1105637,16.49577412,0.000639548,Inf,4,3,0,-256.377106,0.253774529,1,0
dji,17546,25863.12631,276.8872252,25792.85938,1,4937.440753,70.26692503,0.002724278,Inf,5,5,0,-262.060591,0.070247479,0,0
dji,17547,25813.77236,297.7043411,25792.85938,1,437.3527095,20.91297945,0.000810805,Inf,5,5,0,-259.4087304,0.139148494,1,0
dji,17548,25829.10464,260.4790092,26115.65039,1,82108.46582,286.5457482,0.010972185,Inf,3,4,0,-263.0491269,0.463833475,1,322.79101
dji,17549,26260.08378,311.3906124,26017.81055,1,58696.31783,242.2732297,0.009311822,Inf,5,5,1,-251.9067027,0.192536725,1,-97.83984
dji,17550,26073.8381,290.9967067,26071.7207,1,4.483395051,2.117402902,8.12E-05,Inf,4,5,0,-256.4046798,0.01881995,0,53.91015
dji,17551,26076.94442,277.5627032,26214.59961,1,18948.95241,137.6551939,0.005251089,Inf,4,5,0,-258.5499464,0.038901071,0,0
dji,17552,26225.15286,271.2843004,26214.59961,1,111.3710837,10.55324991,0.000402571,Inf,3,5,0,-257.2849104,-0.15603163,-1,0
dji,17553,26171.55258,275.8865555,26214.59961,1,1853.046691,43.04702883,0.001642101,Inf,3,4,0,-255.8685121,0.140676385,1,0
dji,17554,26255.87365,293.3971001,26210.81055,1,2030.683286,45.06310338,0.001719256,Inf,5,4,0,-254.1330367,0.009809832,0,-3.78906
dji,17555,26213.84085,308.904776,26252.11914,1,1465.227187,38.2782861,0.001458103,Inf,4,5,0,-253.098976,-0.05916938,0,0
dji,17556,26233.99399,306.3265211,26392.78906,1,25215.87431,158.7950702,0.006016608,Inf,4,5,0,-253.4084538,-0.084397058,0,0
dji,17557,26368.02078,293.4732892,26616.71094,1,61846.79684,248.6901623,0.009343384,Inf,5,5,0,-255.3754574,-0.218406665,-1,0
dji,17558,26542.91481,337.8840647,26439.48047,1,10698.66233,103.4343382,0.003912117,Inf,5,4,1,-245.8307327,0.074781726,0,177.23047
dji,17559,26461.39887,293.0983875,26439.48047,1,480.4164069,21.91840338,0.000829003,Inf,5,5,1,-251.7081984,0.121327499,1,0
dji,17560,26474.96514,292.470162,26439.48047,1,1259.16203,35.48467317,0.001342109,Inf,5,5,1,-251.6985072,0.07533794,0,0
dji,17561,26461.55097,292.9532677,26076.89063,1,147963.5739,384.6603357,0.014751005,Inf,5,5,1,-251.7609611,0.360882128,1,0
dji,17562,26215.41045,383.836728,26149.39063,1,4358.615995,66.01981517,0.002524717,Inf,4,5,0,-240.6374115,0.015176662,0,72.5
dji,17563,26155.11384,377.1060184,26186.71094,1,998.3766854,31.59709932,0.001206608,Inf,5,5,0,-240.4607495,-0.312152359,-1,0
dji,17564,26067.55737,381.716054,25520.96094,1,298767.661,546.5964334,0.021417549,Inf,4,5,0,-239.9383775,0.134757379,1,665.75
dji,17565,25587.22278,491.7121444,24345.75,1,1541254.662,1241.47278,0.050993409,Inf,5,5,0,-226.4468813,-0.54391388,-1,-1175.21094
dji,17566,23938.41936,748.8881179,24345.75,1,165918.2516,407.3306416,0.016731078,Inf,4,5,0,-198.944807,0.307509856,1,0
dji,17567,24587.24658,785.3295659,24345.75,1,58320.59893,241.4965816,0.009919455,Inf,5,5,0,-196.7525619,-0.649985844,-1,0
dji,17568,23854.89281,755.181347,24912.76953,1,1119103.145,1057.876715,0.042463232,Inf,5,5,0,-196.400637,0.965085952,1,-567.01953
dji,17569,25736.49732,853.5279041,24893.34961,1,710898.0604,843.1477097,0.0338704,Inf,5,5,0,-193.6223174,0.352556117,1,-19.41992
dji,17570,25200.22129,870.4193778,23860.46094,1,1794957.784,1339.760346,0.05614981,Inf,4,5,0,-192.3716802,0.111140468,1,-1032.88867
dji,17571,23967.39735,962.1734915,24190.90039,1,49953.60782,223.5030376,0.009239137,Inf,5,5,0,-183.0541183,0.677246947,1,330.43945
dji,17572,24860.35002,988.4867486,24601.26953,1,67122.7017,259.0804927,0.010531184,Inf,3,5,0,-183.4227696,0.42376238,1,410.36914
dji,17573,25024.91679,999.7283407,24601.26953,1,179477.0016,423.6472608,0.017220545,Inf,5,5,0,-183.2120971,-0.003028597,0,0
dji,17574,24598.08791,1050.52526,24601.26953,1,10.12269011,3.181617531,0.000129327,Inf,3,5,0,-180.7604142,-0.18667435,-1,0
dji,17575,24406.9709,1040.842667,24640.44922,1,54512.12514,233.4783183,0.009475408,Inf,3,5,0,-180.8107189,0.125445029,1,-39.17969
dji,17576,24766.39747,1004.011447,24893.49023,1,16152.57081,127.0927646,0.005105462,Inf,4,5,0,-180.3505124,0.235807487,1,253.04101
dji,17577,25147.14564,1075.688524,25200.36914,1,2832.741174,53.22350209,0.002112013,Inf,4,5,0,-180.9355867,-0.090435471,-1,306.87891
dji,17578,25105.43565,1049.737292,25219.38086,1,12983.51001,113.9452062,0.00451816,Inf,5,5,0,-181.8755448,0.207050921,1,-19.01172
dji,17579,25419.09907,964.5849734,24964.75,1,206433.0746,454.3490669,0.018199624,Inf,5,4,0,-183.2607375,0.118202656,1,-254.63086
dji,17580,25090.46479,1063.553046,24964.75,1,15804.20952,125.7147944,0.005035692,Inf,5,5,0,-181.3025302,0.149028744,1,0
dji,17581,25122.63979,1059.458636,24964.75,1,24929.18573,157.8897898,0.006324509,Inf,4,5,0,-181.2976796,0,0,0
